txn_id,user_id,ts,amount,merchant_cat,merchant_id,city,country,device_id,velocity,amount_deviation,new_merchant,new_city,new_device,geo_mismatch,fraud_score,fraud_band
t_00005771,u_00164,2026-03-26 10:58:57,30.62,electronics,m_00395,New York,US,d_00225,4,0.2786159964762089,1,0,1,0,0.09909369728552186,low
t_00005772,u_00016,2026-03-22 00:31:57,14.05,restaurant,m_00280,Curitiba,BR,d_00182,2,0.5081859234910495,1,0,1,1,0.2748506793320634,low
t_00005773,u_00068,2026-03-24 09:23:57,65.61,electronics,m_00400,Manchester,GB,d_00140,6,0.4544141373460683,1,0,1,1,0.2500990350921122,low
t_00005774,u_00152,2026-03-25 23:09:57,115.29,travel,m_00008,Abuja,NG,d_00114,3,3.84660076394766,1,0,1,1,1.0,high
t_00005775,u_00026,2026-03-20 17:54:57,29.45,ecommerce,m_00250,Manchester,GB,d_00233,0,0.08305413389758697,0,0,1,1,1.0,high
t_00005776,u_00011,2026-03-26 07:36:57,57.28,travel,m_00240,Seattle,US,d_00043,2,0.8974022685071348,1,0,1,1,0.3629701749853108,medium
t_00005777,u_00037,2026-03-23 18:41:57,21.55,fuel,m_00331,Abuja,NG,d_00155,1,0.5467361063968618,1,0,1,1,0.47360201267129043,medium
t_00005778,u_00136,2026-03-24 13:07:57,23.95,fuel,m_00028,New York,US,d_00156,5,0.39192659115758477,1,0,1,1,0.1549180384206268,low
t_00005779,u_00110,2026-03-26 03:37:57,17.01,pharmacy,m_00396,Manchester,GB,d_00117,5,0.5204243451005621,0,0,0,1,1.0,high
t_00005780,u_00134,2026-03-24 10:31:57,75.08,grocery,m_00050,Curitiba,BR,d_00185,4,2.3817486983147997,1,0,0,1,1.0,high
t_00005781,u_00021,2026-03-22 13:30:57,23.12,fuel,m_00250,Bengaluru,IN,d_00154,6,0.8190642365505937,1,1,1,1,0.22778308627743227,low
t_00005782,u_00056,2026-03-23 15:11:57,131.35,electronics,m_00214,Sao Paulo,BR,d_00214,4,1.6117272920668069,1,0,1,1,0.4279469006673836,medium
t_00005783,u_00109,2026-03-23 20:03:57,49.68,fuel,m_00182,Berlin,DE,d_00158,3,0.6338284091766178,1,1,1,1,0.03672913473264117,low
t_00005784,u_00111,2026-03-21 04:11:57,32.4,grocery,m_00097,Sao Paulo,BR,d_00069,2,0.18097319095527367,0,0,1,1,1.0,high
t_00005785,u_00110,2026-03-22 05:29:57,24.21,electronics,m_00092,Delhi,IN,d_00168,4,0.3414873899177945,1,0,1,1,0.14822344396794906,low
t_00005786,u_00163,2026-03-20 22:47:57,10.37,travel,m_00205,Lagos,NG,d_00119,2,1.0109887345538107,1,0,1,1,0.3968598982864877,medium
t_00005787,u_00054,2026-03-25 14:17:57,19.13,grocery,m_00392,Hamburg,DE,d_00185,5,0.6719982630554406,1,1,1,1,0.08461213872939555,low
t_00005788,u_00018,2026-03-22 16:56:57,60.13,electronics,m_00191,Munich,DE,d_00201,4,0.04410862109998363,1,0,1,1,0.32589665134054135,medium
t_00005789,u_00117,2026-03-22 04:51:57,11.71,ecommerce,m_00357,Munich,DE,d_00066,3,0.8835617757457289,1,1,1,1,0.08519321525750345,low
t_00005790,u_00058,2026-03-24 08:27:57,33.1,fuel,m_00308,Kano,NG,d_00002,4,0.018117892145661132,1,0,1,1,0.33184444949857017,medium
t_00005791,u_00048,2026-03-21 18:49:57,25.21,grocery,m_00225,Hamburg,DE,d_00061,3,0.635804814267846,1,0,0,1,1.0,high
t_00005792,u_00058,2026-03-21 16:23:57,13.51,ecommerce,m_00276,Munich,DE,d_00192,5,0.5853568304868716,1,1,1,1,0.08366188567070298,low
t_00005793,u_00026,2026-03-23 04:32:57,25.69,fuel,m_00056,Bengaluru,IN,d_00069,1,0.22937172453911875,1,1,1,1,0.3982675113662836,medium
t_00005794,u_00145,2026-03-23 01:59:57,44.29,restaurant,m_00281,Lagos,NG,d_00139,3,0.03531790724718753,1,0,1,1,0.3558131750557122,medium
t_00005795,u_00066,2026-03-23 19:21:57,57.22,travel,m_00115,Kano,NG,d_00030,3,1.5531032308874138,1,1,1,1,0.35831238551816347,medium
t_00005796,u_00109,2026-03-25 19:31:57,33.04,restaurant,m_00355,Seattle,US,d_00123,3,0.026307238670593917,0,1,0,1,1.0,high
t_00005797,u_00119,2026-03-26 09:41:57,64.8,travel,m_00031,Manchester,GB,d_00100,3,0.8998073554957103,1,0,1,1,0.2180615876990324,low
t_00005798,u_00099,2026-03-25 00:24:57,112.67,electronics,m_00336,Lagos,NG,d_00035,5,1.3963948422802022,1,0,1,1,0.37293586927487443,medium
t_00005799,u_00196,2026-03-26 14:10:57,19.88,restaurant,m_00068,Mumbai,IN,d_00012,6,0.6219013576794604,1,0,1,1,0.21716624158715614,low
t_00005800,u_00148,2026-03-22 17:06:57,46.3,travel,m_00379,Austin,US,d_00205,4,0.06669284966549084,1,0,1,0,0.18534408466693297,low
t_00005801,u_00180,2026-03-26 05:30:57,7.64,fuel,m_00132,Austin,US,d_00029,0,1.314413118250469,1,0,1,1,0.720990012806425,high
t_00005802,u_00145,2026-03-27 00:03:57,21.58,pharmacy,m_00318,Bengaluru,IN,d_00134,2,0.6831679156106488,1,0,1,1,0.29527614762455023,low
t_00005803,u_00171,2026-03-27 13:36:57,26.51,grocery,m_00210,Mumbai,IN,d_00179,1,0.651451017068192,1,0,1,0,0.23606453455002108,low
t_00005804,u_00178,2026-03-25 12:17:57,49.56,travel,m_00374,New York,US,d_00238,2,0.7204443608728335,1,0,1,1,0.30649228821981833,medium
t_00005805,u_00128,2026-03-25 16:42:57,26.56,restaurant,m_00196,Manchester,GB,d_00062,4,0.20818353235247178,1,0,1,1,0.16420090012793898,low
t_00005806,u_00180,2026-03-26 20:21:57,8.85,grocery,m_00116,Manchester,GB,d_00218,3,1.2625300018762429,1,0,1,1,0.3056199202566723,medium
t_00005807,u_00195,2026-03-25 07:45:57,14.67,fuel,m_00238,Mumbai,IN,d_00134,4,0.7445184210507552,1,0,1,1,0.142564729196744,low
t_00005808,u_00041,2026-03-26 23:05:57,12.57,ecommerce,m_00210,Berlin,DE,d_00160,7,0.9585992741194108,1,0,1,1,0.41867509883520626,medium
t_00005809,u_00026,2026-03-24 22:15:57,48.79,pharmacy,m_00336,Seattle,US,d_00111,5,0.6695475158383775,1,1,1,1,0.08546926378119568,low
t_00005810,u_00062,2026-03-27 09:15:57,17.56,restaurant,m_00087,Lagos,NG,d_00104,3,0.4946521209824668,1,1,0,1,1.0,high
t_00005811,u_00161,2026-03-23 03:43:57,22.19,restaurant,m_00156,Manchester,GB,d_00046,8,0.5390252409318136,1,0,1,1,0.5101641356020244,medium
t_00005812,u_00022,2026-03-27 02:08:57,18.81,restaurant,m_00258,Bristol,GB,d_00042,3,0.5274106961686361,1,0,1,0,0.031874897253384216,low
t_00005813,u_00038,2026-03-24 00:46:57,32.26,grocery,m_00075,London,GB,d_00164,2,0.16906715547983237,1,1,1,1,0.24692765315791299,low
t_00005814,u_00181,2026-03-24 23:38:57,25.39,electronics,m_00355,Curitiba,BR,d_00098,2,0.45180422723351765,1,0,1,1,0.2754689898602787,low
t_00005815,u_00114,2026-03-26 22:41:57,25.57,ecommerce,m_00309,Mumbai,IN,d_00225,4,0.26907930948939196,0,0,1,1,1.0,high
t_00005816,u_00177,2026-03-20 23:57:57,99.37,travel,m_00172,Seattle,US,d_00086,2,2.882235334427933,1,0,1,1,0.884740961486137,high
t_00005817,u_00194,2026-03-24 13:41:57,119.37,travel,m_00392,Kano,NG,d_00159,2,3.7582910467440187,1,0,1,1,1.0,high
t_00005818,u_00083,2026-03-22 05:22:57,47.78,electronics,m_00270,Rio,BR,d_00111,7,0.24879482379886364,1,0,1,1,0.3950089167236652,medium
t_00005819,u_00056,2026-03-25 03:29:57,103.25,electronics,m_00283,Curitiba,BR,d_00109,5,1.0747460266433797,1,0,1,1,0.26142333234585047,low
t_00005820,u_00138,2026-03-23 06:13:57,21.72,travel,m_00076,Abuja,NG,d_00141,7,0.6545785132075506,1,0,1,1,0.34953494769721993,medium
t_00005821,u_00190,2026-03-26 10:48:57,13.46,grocery,m_00238,Austin,US,d_00213,4,0.7392286324828435,1,0,0,1,1.0,high
t_00005822,u_00192,2026-03-21 16:13:57,179.69,travel,m_00398,Abuja,NG,d_00022,6,2.2093412087565953,1,0,1,0,0.6982091343038861,medium
t_00005823,u_00042,2026-03-23 03:57:57,22.0,fuel,m_00178,Kano,NG,d_00103,7,0.5332268163427539,1,0,0,1,1.0,high
t_00005824,u_00015,2026-03-27 03:25:57,119.95,travel,m_00283,Hamburg,DE,d_00125,3,3.6973885355938534,1,1,1,1,0.9202215890099784,high
t_00005825,u_00144,2026-03-25 10:39:57,67.28,electronics,m_00053,London,GB,d_00103,4,1.4029347329655388,1,1,0,1,1.0,high
t_00005826,u_00006,2026-03-25 01:52:57,45.08,restaurant,m_00014,London,GB,d_00228,5,0.1857885499178017,1,0,1,1,0.17961356880910806,low
t_00005827,u_00103,2026-03-25 14:57:57,25.78,ecommerce,m_00398,Hamburg,DE,d_00062,4,0.540695696817418,1,0,1,1,0.13178422777648258,low
t_00005828,u_00112,2026-03-26 18:27:57,35.41,pharmacy,m_00236,Mumbai,IN,d_00012,3,0.1670119404586091,1,0,1,1,0.21270561689250966,low
t_00005829,u_00107,2026-03-20 15:18:57,15.59,restaurant,m_00348,Abuja,NG,d_00230,0,0.6389137562492223,1,0,1,1,0.5734759231804527,medium
t_00005830,u_00032,2026-03-25 00:48:57,52.79,travel,m_00074,Bengaluru,IN,d_00234,2,0.09399214790378609,1,0,1,1,0.3862105897688187,medium
t_00005831,u_00063,2026-03-24 15:23:57,19.74,restaurant,m_00257,Lagos,NG,d_00184,3,0.6068837658025822,1,0,1,1,0.14593172557842782,low
t_00005832,u_00057,2026-03-21 04:11:57,15.53,pharmacy,m_00336,Manchester,GB,d_00130,1,0.9574004735252839,1,0,0,0,1.0,high
t_00005833,u_00154,2026-03-21 16:02:57,8.88,fuel,m_00180,Munich,DE,d_00099,6,1.1414821674986462,1,0,1,1,0.34041032815719974,medium
t_00005834,u_00088,2026-03-21 03:08:57,26.57,pharmacy,m_00086,Lagos,NG,d_00112,2,0.3299867094282852,1,0,1,1,0.28897803929272703,low
t_00005835,u_00095,2026-03-24 01:01:57,36.1,fuel,m_00132,Austin,US,d_00076,1,0.26297033480610543,1,0,1,1,0.5025212185575763,medium
t_00005836,u_00036,2026-03-24 14:58:57,137.64,travel,m_00307,New York,US,d_00192,5,2.4097228952340246,1,0,1,1,0.6817399166994924,medium
t_00005837,u_00185,2026-03-23 05:45:57,39.4,travel,m_00292,Hamburg,DE,d_00027,4,0.2829220634240293,1,0,1,1,0.15217490026071445,low
t_00005838,u_00086,2026-03-23 08:28:57,18.52,ecommerce,m_00317,Curitiba,BR,d_00025,4,0.6099210423856314,1,0,0,1,1.0,high
t_00005839,u_00187,2026-03-26 13:44:57,20.91,fuel,m_00133,Mumbai,IN,d_00002,4,0.3565277820737386,1,0,1,1,0.15143948406326446,low
t_00005840,u_00079,2026-03-26 00:36:57,168.36,electronics,m_00186,Sao Paulo,BR,d_00013,4,6.744736042327328,1,1,1,0,1.0,high
t_00005841,u_00061,2026-03-21 11:44:57,103.92,travel,m_00191,Berlin,DE,d_00007,0,2.2067755428768074,1,0,1,1,0.9286323833726424,high
t_00005842,u_00173,2026-03-25 02:02:57,26.75,pharmacy,m_00215,Mumbai,IN,d_00061,3,0.36775272566183986,1,0,1,1,0.18279379047181776,low
t_00005843,u_00106,2026-03-26 23:16:57,22.71,pharmacy,m_00285,Delhi,IN,d_00182,3,0.464155791605061,1,0,0,1,1.0,high
t_00005844,u_00078,2026-03-22 19:34:57,40.89,travel,m_00282,Bristol,GB,d_00080,8,0.13671610672778708,1,0,1,1,0.5814858825274691,medium
t_00005845,u_00139,2026-03-24 08:40:57,16.45,pharmacy,m_00281,Mumbai,IN,d_00005,4,0.6143325792930403,1,0,1,1,0.12336003260856854,low
t_00005846,u_00150,2026-03-21 08:44:57,43.47,fuel,m_00365,Bristol,GB,d_00218,7,0.7088316343587643,1,0,1,1,0.356297484260912,medium
t_00005847,u_00114,2026-03-24 10:46:57,63.08,fuel,m_00183,Bengaluru,IN,d_00224,3,0.7825869726114549,1,0,1,1,0.19338956378352712,low
t_00005848,u_00195,2026-03-23 03:53:57,36.21,electronics,m_00262,Kano,NG,d_00114,2,0.1278444037420077,1,1,1,1,0.2755335899958997,low
t_00005849,u_00183,2026-03-21 15:15:57,26.2,restaurant,m_00175,Curitiba,BR,d_00235,1,0.1698871588360383,1,0,1,1,0.5165125114395452,medium
t_00005850,u_00122,2026-03-22 01:18:57,27.22,restaurant,m_00160,Berlin,DE,d_00190,2,0.4144052753731836,1,0,1,1,0.2878565426240035,low
t_00005851,u_00073,2026-03-25 01:13:57,89.4,electronics,m_00398,Mumbai,IN,d_00025,5,1.6015138323851474,1,0,1,1,0.46642697875992334,medium
t_00005852,u_00088,2026-03-25 15:55:57,37.52,restaurant,m_00113,New York,US,d_00191,3,0.07013154327932714,1,1,1,1,0.259020997999974,low
t_00005853,u_00182,2026-03-26 03:00:57,11.85,grocery,m_00026,Bengaluru,IN,d_00161,2,1.0827059930372818,1,0,1,1,0.42105302994586624,medium
t_00005854,u_00046,2026-03-21 03:01:57,26.31,ecommerce,m_00170,Kano,NG,d_00042,1,0.40938087316275334,1,0,1,1,0.4878747365155469,medium
t_00005855,u_00015,2026-03-23 20:07:57,20.83,pharmacy,m_00129,Bristol,GB,d_00036,2,0.5600356002516738,1,0,1,1,0.27780455518337654,low
t_00005856,u_00146,2026-03-26 12:27:57,17.03,ecommerce,m_00241,Seattle,US,d_00090,4,0.6260024953600235,1,1,1,1,0.043346050008958636,low
t_00005857,u_00080,2026-03-26 00:50:57,8.85,fuel,m_00253,Hamburg,DE,d_00132,2,1.0187543810386426,0,0,1,0,0.9406445346289163,high
t_00005858,u_00140,2026-03-21 15:36:57,67.02,grocery,m_00205,Bengaluru,IN,d_00084,2,1.5298916436379473,1,0,1,1,0.5374343727946691,medium
t_00005859,u_00004,2026-03-24 21:47:57,14.16,restaurant,m_00086,Manchester,GB,d_00156,1,0.9260837906332955,1,0,1,1,0.568595569371291,medium
t_00005860,u_00101,2026-03-24 09:51:57,14.72,restaurant,m_00237,Austin,US,d_00071,2,0.5658833107301714,1,0,1,1,0.2799435647847802,low
t_00005861,u_00136,2026-03-26 03:01:57,9.91,ecommerce,m_00286,Mumbai,IN,d_00186,6,0.7729499253496436,1,1,1,1,0.22261841334798904,low
t_00005862,u_00064,2026-03-20 14:49:57,46.59,travel,m_00018,Bengaluru,IN,d_00058,0,0.2710679440381355,1,0,0,1,1.0,high
t_00005863,u_00083,2026-03-26 13:36:57,25.69,travel,m_00319,Kano,NG,d_00217,6,0.4199532981174378,1,0,1,1,0.2590823593812003,low
t_00005864,u_00155,2026-03-23 21:15:57,40.3,ecommerce,m_00190,Seattle,US,d_00195,7,0.20217285445994893,1,1,1,1,0.4545423014258424,medium
t_00005865,u_00054,2026-03-26 03:21:57,109.86,electronics,m_00003,Bristol,GB,d_00117,6,1.8567187815968431,1,0,1,1,0.575490324462734,medium
t_00005866,u_00030,2026-03-25 06:25:57,81.02,travel,m_00348,Hamburg,DE,d_00027,7,2.4831862161951954,1,0,1,1,0.8453735592236384,high
t_00005867,u_00082,2026-03-20 23:08:57,72.11,fuel,m_00213,Mumbai,IN,d_00143,2,2.7634097455140902,1,0,1,0,0.6903791128850096,medium
t_00005868,u_00035,2026-03-24 16:25:57,142.58,electronics,m_00353,Delhi,IN,d_00091,5,3.665266329035362,1,0,1,0,0.98793556809902,high
t_00005869,u_00176,2026-03-22 00:37:57,22.31,grocery,m_00312,London,GB,d_00071,4,0.4322251488652112,1,0,1,1,0.1503370709372701,low
t_00005870,u_00162,2026-03-23 01:38:57,11.38,restaurant,m_00124,Manchester,GB,d_00213,1,1.127334590102549,1,0,1,1,0.6029281863557916,medium
t_00005871,u_00035,2026-03-25 07:19:57,36.75,ecommerce,m_00333,Rio,BR,d_00229,5,0.005734407794945005,1,1,0,1,1.0,high
t_00005872,u_00172,2026-03-21 05:49:57,6.81,grocery,m_00267,Lagos,NG,d_00133,2,1.5004942330421571,1,0,1,1,0.5343766308706555,medium
t_00005873,u_00084,2026-03-26 08:42:57,18.4,fuel,m_00018,Berlin,DE,d_00027,3,0.6592455362264696,1,0,1,1,0.16671154882272832,low
t_00005874,u_00028,2026-03-20 14:43:57,18.43,ecommerce,m_00130,Bristol,GB,d_00067,0,0.4645350552752988,1,1,1,1,0.3949742892258591,medium
t_00005875,u_00004,2026-03-25 05:16:57,11.34,fuel,m_00194,Bristol,GB,d_00033,2,1.0774908970363206,1,0,1,1,0.41501003263134884,medium
t_00005876,u_00049,2026-03-26 05:19:57,45.58,ecommerce,m_00098,Austin,US,d_00175,4,0.7090216774536243,0,0,1,1,0.9997951940547907,high
t_00005877,u_00021,2026-03-26 20:37:57,24.89,fuel,m_00028,Manchester,GB,d_00041,2,0.7773639166447864,1,0,1,1,0.3182352639009113,medium
t_00005878,u_00131,2026-03-21 15:14:57,52.65,travel,m_00055,London,GB,d_00229,2,0.3011463670096148,1,0,1,1,0.30323168994311245,medium
t_00005879,u_00064,2026-03-24 01:03:57,7.03,fuel,m_00347,Curitiba,BR,d_00163,4,1.2654260785742077,1,0,1,1,0.26547135230194574,low
t_00005880,u_00018,2026-03-20 23:29:57,20.5,fuel,m_00334,Sao Paulo,BR,d_00145,1,0.5833198156068783,1,0,1,1,0.4820289320996485,medium
t_00005881,u_00088,2026-03-20 18:56:57,24.56,pharmacy,m_00260,Manchester,GB,d_00196,2,0.3776861508857652,1,0,1,0,0.10579270225301096,low
t_00005882,u_00133,2026-03-27 06:04:57,82.29,electronics,m_00190,Delhi,IN,d_00046,4,2.0979718431588643,1,0,1,1,0.5801453789088471,medium
t_00005883,u_00058,2026-03-25 08:11:57,22.11,ecommerce,m_00273,Curitiba,BR,d_00015,4,0.33633922611043415,1,0,1,1,0.14541544861997624,low
t_00005884,u_00183,2026-03-24 23:50:57,29.77,restaurant,m_00175,Hamburg,DE,d_00153,2,0.009936796082862522,1,0,1,1,0.4672097619644977,medium
t_00005885,u_00019,2026-03-21 04:12:57,39.26,electronics,m_00105,Sao Paulo,BR,d_00172,4,0.1856306401532081,1,0,1,1,0.17726436654694833,low
t_00005886,u_00154,2026-03-22 08:08:57,36.5,travel,m_00040,Mumbai,IN,d_00200,11,0.02379741528074936,1,1,1,1,0.9727099570313822,high
t_00005887,u_00100,2026-03-23 10:31:57,54.63,electronics,m_00103,Lagos,NG,d_00228,4,0.8646397891704105,1,0,0,1,1.0,high
t_00005888,u_00117,2026-03-22 20:06:57,35.54,travel,m_00125,Bengaluru,IN,d_00094,3,0.11074250172811954,1,0,1,1,0.26546919447243245,low
t_00005889,u_00054,2026-03-25 08:59:57,33.09,ecommerce,m_00215,Kano,NG,d_00217,4,0.2829219934274687,1,0,0,1,1.0,high
t_00005890,u_00128,2026-03-27 07:45:57,12.67,fuel,m_00294,Seattle,US,d_00016,5,0.6337660121089062,1,0,1,1,0.14030273939749582,low
t_00005891,u_00162,2026-03-25 14:56:57,55.53,electronics,m_00293,Sao Paulo,BR,d_00054,1,0.5773515720843517,1,1,1,1,0.2960944662243754,low
t_00005892,u_00118,2026-03-25 02:20:57,100.35,travel,m_00302,Manchester,GB,d_00160,2,1.912989797790566,1,0,1,1,0.633909751036982,medium
t_00005893,u_00035,2026-03-20 15:53:57,63.82,restaurant,m_00384,Lagos,NG,d_00204,0,0.9417972359909016,1,1,1,1,0.44677919244929987,medium
t_00005894,u_00001,2026-03-27 06:31:57,139.25,travel,m_00271,Berlin,DE,d_00221,4,6.094493799527081,1,0,1,0,1.0,high
t_00005895,u_00196,2026-03-21 00:46:57,17.78,fuel,m_00150,Munich,DE,d_00102,2,0.6806079621770446,1,0,1,1,0.29527614762455023,low
t_00005896,u_00026,2026-03-23 04:18:57,31.6,pharmacy,m_00272,Manchester,GB,d_00011,1,0.0006115096873316072,1,0,1,1,0.6674369457073583,medium
t_00005897,u_00121,2026-03-22 10:44:57,19.96,grocery,m_00204,New York,US,d_00119,6,0.6748504791194256,1,1,1,1,0.1987784045226525,low
t_00005898,u_00097,2026-03-22 23:40:57,233.1,electronics,m_00013,Mumbai,IN,d_00097,3,5.673714673514044,1,0,1,1,1.0,high
t_00005899,u_00084,2026-03-21 02:15:57,25.6,pharmacy,m_00174,Curitiba,BR,d_00219,2,0.36909824709210565,1,0,0,1,1.0,high
t_00005900,u_00103,2026-03-23 15:13:57,18.08,grocery,m_00062,Manchester,GB,d_00228,3,0.914977122389546,1,0,1,1,0.2229932024084772,low
t_00005901,u_00152,2026-03-23 06:46:57,126.45,electronics,m_00159,Manchester,GB,d_00009,1,4.4261302145734644,1,1,1,1,1.0,high
t_00005902,u_00159,2026-03-24 12:53:57,27.22,restaurant,m_00309,Mumbai,IN,d_00086,5,0.35653414524523347,1,0,1,1,0.16501528741042748,low
t_00005903,u_00177,2026-03-22 05:00:57,20.89,grocery,m_00313,Mumbai,IN,d_00096,5,0.49717690328491454,1,0,1,0,0.13614635572858957,low
t_00005904,u_00103,2026-03-20 16:51:57,105.58,electronics,m_00289,Austin,US,d_00219,0,3.3382208954755423,1,0,1,1,1.0,high
t_00005905,u_00022,2026-03-26 13:35:57,15.97,restaurant,m_00009,Bengaluru,IN,d_00017,5,0.606576059769415,1,0,1,0,0.1249643808761619,low
t_00005906,u_00127,2026-03-22 11:37:57,11.03,fuel,m_00326,Mumbai,IN,d_00181,3,0.6551333979930115,1,0,1,1,0.16671154882272832,low
t_00005907,u_00095,2026-03-25 07:19:57,48.58,travel,m_00242,Bristol,GB,d_00005,1,0.07647745447637193,1,0,0,1,1.0,high
t_00005908,u_00055,2026-03-24 10:42:57,43.78,travel,m_00027,Kano,NG,d_00089,3,0.0646506611487999,1,0,1,1,0.3037006680343216,medium
t_00005909,u_00161,2026-03-27 04:47:57,19.96,pharmacy,m_00053,Berlin,DE,d_00119,4,0.6449988717657172,1,0,1,1,0.12789029657321116,low
t_00005910,u_00130,2026-03-22 12:05:57,37.13,restaurant,m_00264,Manchester,GB,d_00090,3,0.025447404616933438,1,0,1,1,0.3599760599873236,medium
t_00005911,u_00016,2026-03-27 11:18:57,49.42,pharmacy,m_00395,New York,US,d_00109,3,0.05771040921822787,1,1,1,0,0.16525948465269957,low
t_00005912,u_00193,2026-03-24 10:11:57,10.35,pharmacy,m_00132,Munich,DE,d_00108,4,0.6422297307831007,1,0,1,1,0.12789029657321116,low
t_00005913,u_00151,2026-03-25 20:49:57,11.54,pharmacy,m_00052,Mumbai,IN,d_00213,3,0.9176409791048824,1,0,1,0,0.07510060406361363,low
t_00005914,u_00080,2026-03-22 00:05:57,14.73,pharmacy,m_00396,Seattle,US,d_00129,3,0.8167282854429723,1,0,1,1,0.19761988096116678,low
t_00005915,u_00010,2026-03-25 18:35:57,8.34,fuel,m_00127,New York,US,d_00001,2,0.9229822778801522,1,0,1,1,0.36857180794042654,medium
t_00005916,u_00083,2026-03-21 07:35:57,44.2,ecommerce,m_00243,Kano,NG,d_00036,2,0.14041463926014214,1,0,1,1,0.35248197575887763,medium
t_00005917,u_00117,2026-03-26 14:20:57,13.45,fuel,m_00330,Curitiba,BR,d_00230,3,0.827132672229546,1,0,0,0,0.9329467488944528,high
t_00005918,u_00121,2026-03-24 01:03:57,64.26,electronics,m_00294,Bristol,GB,d_00101,0,0.6447838666367344,1,1,1,1,0.3856008158749009,medium
t_00005919,u_00136,2026-03-23 17:06:57,27.68,restaurant,m_00141,Berlin,DE,d_00136,3,0.2907003065039964,1,1,0,1,1.0,high
t_00005920,u_00181,2026-03-21 03:41:57,49.71,restaurant,m_00147,Kano,NG,d_00049,2,0.180760706000309,1,0,1,0,0.16949040263029014,low
t_00005921,u_00087,2026-03-24 08:13:57,26.88,electronics,m_00215,London,GB,d_00035,5,0.28768686298197654,1,0,1,1,0.16636539520488902,low
t_00005922,u_00094,2026-03-21 06:55:57,5.4,fuel,m_00058,Mumbai,IN,d_00197,5,1.1363519577852137,1,0,1,1,0.2768988188963786,low
t_00005923,u_00161,2026-03-24 10:20:57,10.43,grocery,m_00121,Sao Paulo,BR,d_00020,1,1.0978816977061217,1,0,1,1,0.5975392974504361,medium
t_00005924,u_00096,2026-03-21 04:25:57,73.91,travel,m_00203,Hamburg,DE,d_00067,0,0.3699911859359159,1,1,1,1,0.4186944298245131,medium
t_00005925,u_00025,2026-03-26 00:32:57,215.98,electronics,m_00182,Munich,DE,d_00233,0,4.020013092925202,1,1,1,1,1.0,high
t_00005926,u_00169,2026-03-21 13:50:57,87.02,electronics,m_00394,Abuja,NG,d_00032,4,2.0420696457808662,1,1,1,1,0.5208720457051011,medium
t_00005927,u_00072,2026-03-23 12:24:57,119.72,electronics,m_00375,New York,US,d_00115,4,2.7613009127887773,1,0,1,1,0.7605438814035782,high
t_00005928,u_00071,2026-03-22 15:07:57,147.29,electronics,m_00326,Bengaluru,IN,d_00074,3,4.739817676098847,1,0,1,1,1.0,high
t_00005929,u_00083,2026-03-23 09:10:57,6.26,ecommerce,m_00053,Hamburg,DE,d_00099,7,1.0081731264937954,1,0,1,0,0.48320594479702317,medium
t_00005930,u_00112,2026-03-21 19:22:57,80.94,fuel,m_00374,Sao Paulo,BR,d_00076,3,1.1100964574308188,0,1,1,1,1.0,high
t_00005931,u_00098,2026-03-20 20:40:57,100.96,electronics,m_00255,Delhi,IN,d_00192,3,2.6829786574947057,0,1,1,1,1.0,high
t_00005932,u_00087,2026-03-21 17:10:57,23.28,pharmacy,m_00265,Seattle,US,d_00235,3,0.44897868441502775,1,0,1,1,0.1788973597420811,low
t_00005933,u_00107,2026-03-21 16:59:57,8.47,fuel,m_00080,Berlin,DE,d_00128,6,0.7820739170032847,1,0,1,1,0.2543191397460466,low
t_00005934,u_00008,2026-03-25 07:17:57,12.0,pharmacy,m_00289,Austin,US,d_00050,4,1.2597609070639444,1,0,1,1,0.26547135230194574,low
t_00005935,u_00125,2026-03-22 12:58:57,44.0,electronics,m_00283,Kano,NG,d_00187,4,0.026060399998024477,1,0,1,1,0.33184444949857017,medium
t_00005936,u_00173,2026-03-21 23:25:57,30.55,restaurant,m_00076,New York,US,d_00130,3,0.2296850747912365,1,0,0,0,0.8883025237873757,high
t_00005937,u_00109,2026-03-23 17:29:57,11.23,ecommerce,m_00156,Sao Paulo,BR,d_00187,3,0.8915451280664884,1,1,1,1,0.08519321525750345,low
t_00005938,u_00101,2026-03-23 04:05:57,15.77,grocery,m_00242,Rio,BR,d_00217,8,0.5363594880198964,1,0,1,0,0.5907241529532071,medium
t_00005939,u_00064,2026-03-27 09:07:57,69.22,travel,m_00076,Hamburg,DE,d_00021,4,1.150007775476895,1,0,1,1,0.23078978090068625,low
t_00005940,u_00028,2026-03-21 03:11:57,12.44,ecommerce,m_00041,Abuja,NG,d_00036,3,0.7197811205964969,1,0,1,1,0.18644887018690248,low
t_00005941,u_00072,2026-03-24 20:14:57,31.74,grocery,m_00017,Kano,NG,d_00240,3,0.12049193964567789,1,0,1,0,0.12869190836434496,low
t_00005942,u_00181,2026-03-22 15:33:57,30.59,pharmacy,m_00086,Mumbai,IN,d_00127,6,0.3165518566407587,1,0,1,1,0.2636318509031036,low
t_00005943,u_00032,2026-03-24 10:05:57,15.71,pharmacy,m_00027,New York,US,d_00122,2,0.6654303562869848,1,0,1,1,0.28956315060406157,low
t_00005944,u_00034,2026-03-21 14:54:57,33.58,pharmacy,m_00037,Mumbai,IN,d_00009,2,0.30975789728358727,1,0,1,0,0.12071065095397981,low
