txn_id,user_id,ts,amount,merchant_cat,merchant_id,city,country,device_id
t_00001439,u_00143,2026-03-22 16:40:57,56.26,travel,m_00136,London,GB,d_00108
t_00001440,u_00004,2026-03-26 01:37:57,38.91,grocery,m_00278,Bristol,GB,d_00099
t_00001441,u_00144,2026-03-21 03:17:57,39.78,grocery,m_00266,Lagos,NG,d_00089
t_00001442,u_00135,2026-03-25 02:12:57,34.77,travel,m_00169,Curitiba,BR,d_00115
t_00001443,u_00103,2026-03-23 11:54:57,12.09,restaurant,m_00117,Rio,BR,d_00136
t_00001444,u_00120,2026-03-27 11:10:57,19.96,ecommerce,m_00058,Abuja,NG,d_00134
t_00001445,u_00039,2026-03-25 11:20:57,24.81,ecommerce,m_00394,Berlin,DE,d_00182
t_00001446,u_00014,2026-03-27 10:02:57,15.56,ecommerce,m_00146,Sao Paulo,BR,d_00162
t_00001447,u_00057,2026-03-24 02:38:57,44.31,pharmacy,m_00398,Kano,NG,d_00233
t_00001448,u_00187,2026-03-23 23:31:57,14.15,travel,m_00218,London,GB,d_00028
t_00001449,u_00050,2026-03-24 02:29:57,70.17,travel,m_00190,Delhi,IN,d_00173
t_00001450,u_00028,2026-03-20 21:54:57,85.16,travel,m_00253,Manchester,GB,d_00029
t_00001451,u_00137,2026-03-24 18:53:57,40.06,grocery,m_00015,Sao Paulo,BR,d_00061
t_00001452,u_00128,2026-03-22 17:03:57,26.83,ecommerce,m_00237,Manchester,GB,d_00187
t_00001453,u_00114,2026-03-22 02:21:57,8.09,fuel,m_00041,Bengaluru,IN,d_00136
t_00001454,u_00021,2026-03-20 20:46:57,43.79,grocery,m_00109,Manchester,GB,d_00226
t_00001455,u_00010,2026-03-22 10:17:57,26.7,fuel,m_00205,Austin,US,d_00004
t_00001456,u_00003,2026-03-25 08:00:57,146.48,travel,m_00200,Curitiba,BR,d_00178
t_00001457,u_00033,2026-03-20 17:01:57,40.97,restaurant,m_00382,Bristol,GB,d_00071
t_00001458,u_00180,2026-03-24 21:47:57,24.87,ecommerce,m_00096,Sao Paulo,BR,d_00056
t_00001459,u_00144,2026-03-25 07:57:57,24.71,travel,m_00122,Bristol,GB,d_00219
t_00001460,u_00168,2026-03-20 19:04:57,20.66,ecommerce,m_00048,Hamburg,DE,d_00153
t_00001461,u_00123,2026-03-23 17:16:57,31.7,restaurant,m_00015,Manchester,GB,d_00227
t_00001462,u_00030,2026-03-21 04:28:57,29.25,ecommerce,m_00306,New York,US,d_00077
t_00001463,u_00085,2026-03-25 10:14:57,16.53,electronics,m_00274,Bristol,GB,d_00077
t_00001464,u_00157,2026-03-26 12:01:57,49.09,fuel,m_00231,Rio,BR,d_00213
t_00001465,u_00108,2026-03-27 05:37:57,16.18,electronics,m_00233,Austin,US,d_00192
t_00001466,u_00155,2026-03-23 21:12:57,22.25,ecommerce,m_00067,Kano,NG,d_00099
t_00001467,u_00161,2026-03-25 03:04:57,26.11,fuel,m_00063,Abuja,NG,d_00056
t_00001468,u_00175,2026-03-20 23:27:57,5.37,pharmacy,m_00187,Kano,NG,d_00003
t_00001469,u_00133,2026-03-21 22:45:57,94.52,travel,m_00132,Munich,DE,d_00034
t_00001470,u_00193,2026-03-22 08:12:57,54.55,restaurant,m_00305,Bengaluru,IN,d_00017
t_00001471,u_00076,2026-03-24 16:02:57,22.61,ecommerce,m_00116,Bengaluru,IN,d_00126
t_00001472,u_00051,2026-03-20 16:06:57,55.02,travel,m_00007,Delhi,IN,d_00028
t_00001473,u_00200,2026-03-27 02:52:57,9.31,pharmacy,m_00123,Sao Paulo,BR,d_00148
t_00001474,u_00040,2026-03-23 06:55:57,80.26,ecommerce,m_00135,Lagos,NG,d_00093
t_00001475,u_00129,2026-03-22 20:42:57,59.89,travel,m_00082,Bengaluru,IN,d_00200
t_00001476,u_00080,2026-03-24 20:08:57,39.67,grocery,m_00084,Sao Paulo,BR,d_00163
t_00001477,u_00181,2026-03-25 16:24:57,56.2,travel,m_00386,New York,US,d_00101
t_00001478,u_00162,2026-03-23 10:11:57,28.04,restaurant,m_00365,Berlin,DE,d_00103
t_00001479,u_00174,2026-03-22 18:20:57,96.63,grocery,m_00047,Bristol,GB,d_00204
t_00001480,u_00053,2026-03-27 08:46:57,43.89,electronics,m_00093,London,GB,d_00083
t_00001481,u_00170,2026-03-21 00:10:57,18.12,fuel,m_00347,Mumbai,IN,d_00025
t_00001482,u_00143,2026-03-23 23:36:57,9.71,ecommerce,m_00064,Hamburg,DE,d_00181
t_00001483,u_00040,2026-03-21 10:03:57,57.86,ecommerce,m_00372,Delhi,IN,d_00234
t_00001484,u_00141,2026-03-26 06:19:57,21.38,restaurant,m_00131,Abuja,NG,d_00108
t_00001485,u_00161,2026-03-21 21:25:57,25.09,grocery,m_00376,Munich,DE,d_00196
t_00001486,u_00085,2026-03-24 03:08:57,73.85,electronics,m_00219,Curitiba,BR,d_00197
t_00001487,u_00135,2026-03-27 04:31:57,85.31,travel,m_00017,Seattle,US,d_00205
t_00001488,u_00187,2026-03-26 02:18:57,30.34,electronics,m_00090,New York,US,d_00223
t_00001489,u_00010,2026-03-21 06:39:57,17.12,fuel,m_00062,Mumbai,IN,d_00086
t_00001490,u_00196,2026-03-26 07:44:57,29.06,restaurant,m_00298,New York,US,d_00110
t_00001491,u_00052,2026-03-22 14:38:57,22.92,pharmacy,m_00372,Lagos,NG,d_00239
t_00001492,u_00148,2026-03-26 10:15:57,26.36,ecommerce,m_00033,Rio,BR,d_00102
t_00001493,u_00045,2026-03-25 06:14:57,48.91,electronics,m_00379,Abuja,NG,d_00037
t_00001494,u_00017,2026-03-21 04:34:57,96.69,electronics,m_00222,Bristol,GB,d_00204
t_00001495,u_00111,2026-03-22 01:40:57,38.37,restaurant,m_00237,New York,US,d_00043
t_00001496,u_00122,2026-03-26 00:32:57,18.26,fuel,m_00323,Kano,NG,d_00108
t_00001497,u_00043,2026-03-23 03:45:57,66.92,electronics,m_00397,Manchester,GB,d_00034
t_00001498,u_00128,2026-03-23 01:11:57,94.21,travel,m_00138,Munich,DE,d_00209
t_00001499,u_00088,2026-03-21 16:30:57,14.6,restaurant,m_00287,Bristol,GB,d_00225
t_00001500,u_00139,2026-03-24 18:30:57,60.46,grocery,m_00052,Delhi,IN,d_00018
t_00001501,u_00064,2026-03-26 09:39:57,19.58,fuel,m_00248,Manchester,GB,d_00234
t_00001502,u_00191,2026-03-22 07:30:57,27.31,ecommerce,m_00366,Rio,BR,d_00142
t_00001503,u_00084,2026-03-23 03:45:57,62.25,electronics,m_00399,Seattle,US,d_00208
t_00001504,u_00096,2026-03-27 07:47:57,9.12,fuel,m_00155,Berlin,DE,d_00122
t_00001505,u_00095,2026-03-22 19:47:57,26.85,travel,m_00130,Mumbai,IN,d_00006
t_00001506,u_00120,2026-03-25 12:21:57,34.97,electronics,m_00151,Hamburg,DE,d_00194
t_00001507,u_00166,2026-03-26 15:57:57,28.52,pharmacy,m_00110,Abuja,NG,d_00005
t_00001508,u_00081,2026-03-23 09:35:57,31.27,ecommerce,m_00224,Delhi,IN,d_00121
t_00001509,u_00013,2026-03-22 18:53:57,83.1,electronics,m_00042,London,GB,d_00159
t_00001510,u_00041,2026-03-25 02:20:57,83.07,travel,m_00300,Munich,DE,d_00103
t_00001511,u_00149,2026-03-20 19:39:57,46.91,travel,m_00141,Kano,NG,d_00097
t_00001512,u_00193,2026-03-25 17:40:57,328.66,travel,m_00155,Seattle,US,d_00163
t_00001513,u_00191,2026-03-22 23:07:57,30.3,ecommerce,m_00242,Munich,DE,d_00079
t_00001514,u_00124,2026-03-27 06:12:57,102.12,electronics,m_00040,New York,US,d_00168
t_00001515,u_00141,2026-03-21 13:42:57,101.41,grocery,m_00384,New York,US,d_00010
t_00001516,u_00093,2026-03-21 16:24:57,49.14,restaurant,m_00340,Bristol,GB,d_00042
t_00001517,u_00199,2026-03-26 13:06:57,41.15,travel,m_00367,Seattle,US,d_00197
t_00001518,u_00083,2026-03-25 02:23:57,30.59,ecommerce,m_00292,Seattle,US,d_00143
t_00001519,u_00049,2026-03-23 01:45:57,15.04,restaurant,m_00178,Abuja,NG,d_00193
t_00001520,u_00048,2026-03-21 08:36:57,66.49,travel,m_00098,Bristol,GB,d_00181
t_00001521,u_00187,2026-03-20 14:29:57,31.15,grocery,m_00074,Lagos,NG,d_00192
t_00001522,u_00004,2026-03-27 11:42:57,13.69,fuel,m_00041,New York,US,d_00128
t_00001523,u_00027,2026-03-26 17:40:57,15.25,pharmacy,m_00186,London,GB,d_00011
t_00001524,u_00069,2026-03-25 11:42:57,5.21,fuel,m_00339,Curitiba,BR,d_00116
t_00001525,u_00150,2026-03-23 07:13:57,12.88,restaurant,m_00033,Delhi,IN,d_00099
t_00001526,u_00006,2026-03-25 23:19:57,89.45,travel,m_00306,Berlin,DE,d_00099
t_00001527,u_00036,2026-03-27 07:17:57,80.21,pharmacy,m_00008,London,GB,d_00040
t_00001528,u_00187,2026-03-26 06:58:57,24.93,grocery,m_00345,New York,US,d_00073
t_00001529,u_00154,2026-03-21 18:12:57,71.24,travel,m_00303,London,GB,d_00051
t_00001530,u_00148,2026-03-26 06:09:57,71.02,travel,m_00238,London,GB,d_00104
t_00001531,u_00147,2026-03-24 22:43:57,33.29,travel,m_00240,Bengaluru,IN,d_00235
t_00001532,u_00114,2026-03-25 22:30:57,13.91,fuel,m_00154,Sao Paulo,BR,d_00041
t_00001533,u_00159,2026-03-21 05:37:57,28.48,pharmacy,m_00219,New York,US,d_00053
t_00001534,u_00078,2026-03-21 06:51:57,2.85,fuel,m_00322,Rio,BR,d_00047
t_00001535,u_00151,2026-03-23 10:02:57,27.59,grocery,m_00376,Munich,DE,d_00042
t_00001536,u_00120,2026-03-24 14:20:57,36.0,restaurant,m_00368,Bengaluru,IN,d_00123
t_00001537,u_00093,2026-03-25 20:59:57,14.94,restaurant,m_00249,Bengaluru,IN,d_00135
t_00001538,u_00115,2026-03-27 02:53:57,19.46,ecommerce,m_00238,Berlin,DE,d_00125
t_00001539,u_00110,2026-03-21 03:11:57,45.38,ecommerce,m_00374,Seattle,US,d_00135
t_00001540,u_00122,2026-03-25 10:58:57,10.13,restaurant,m_00138,Kano,NG,d_00121
t_00001541,u_00030,2026-03-25 22:18:57,14.86,pharmacy,m_00122,Rio,BR,d_00202
t_00001542,u_00034,2026-03-27 11:19:57,11.93,ecommerce,m_00152,Sao Paulo,BR,d_00055
t_00001543,u_00142,2026-03-20 14:09:57,108.6,travel,m_00174,Hamburg,DE,d_00041
t_00001544,u_00157,2026-03-27 08:58:57,55.31,travel,m_00104,Munich,DE,d_00131
t_00001545,u_00002,2026-03-21 03:58:57,29.06,ecommerce,m_00097,Lagos,NG,d_00117
t_00001546,u_00040,2026-03-25 16:51:57,14.42,grocery,m_00024,Hamburg,DE,d_00125
t_00001547,u_00154,2026-03-21 21:33:57,12.63,grocery,m_00215,London,GB,d_00037
t_00001548,u_00127,2026-03-22 13:03:57,77.34,electronics,m_00094,New York,US,d_00132
t_00001549,u_00126,2026-03-25 03:05:57,32.45,pharmacy,m_00098,Sao Paulo,BR,d_00231
t_00001550,u_00057,2026-03-25 09:04:57,51.61,pharmacy,m_00025,Bengaluru,IN,d_00077
t_00001551,u_00183,2026-03-23 03:13:57,72.1,pharmacy,m_00370,Curitiba,BR,d_00098
t_00001552,u_00166,2026-03-23 11:32:57,28.91,restaurant,m_00361,Lagos,NG,d_00066
t_00001553,u_00015,2026-03-22 11:57:57,11.93,fuel,m_00387,Curitiba,BR,d_00149
t_00001554,u_00104,2026-03-27 01:22:57,23.29,electronics,m_00297,Sao Paulo,BR,d_00106
t_00001555,u_00047,2026-03-27 11:36:57,59.13,grocery,m_00014,Munich,DE,d_00074
t_00001556,u_00113,2026-03-25 19:38:57,32.11,pharmacy,m_00225,Lagos,NG,d_00227
t_00001557,u_00013,2026-03-21 10:38:57,24.52,fuel,m_00113,Hamburg,DE,d_00147
t_00001558,u_00193,2026-03-27 02:02:57,69.2,pharmacy,m_00284,Bristol,GB,d_00197
t_00001559,u_00061,2026-03-23 14:28:57,36.66,fuel,m_00200,Mumbai,IN,d_00060
t_00001560,u_00169,2026-03-21 05:08:57,48.11,pharmacy,m_00069,Mumbai,IN,d_00002
t_00001561,u_00103,2026-03-23 22:27:57,14.12,fuel,m_00027,New York,US,d_00061
t_00001562,u_00098,2026-03-24 17:55:57,34.29,pharmacy,m_00261,New York,US,d_00062
t_00001563,u_00008,2026-03-22 23:49:57,21.34,fuel,m_00060,Seattle,US,d_00125
t_00001564,u_00075,2026-03-21 05:50:57,21.66,ecommerce,m_00362,Lagos,NG,d_00008
t_00001565,u_00089,2026-03-27 00:55:57,127.64,electronics,m_00206,Curitiba,BR,d_00060
t_00001566,u_00017,2026-03-25 11:10:57,18.31,restaurant,m_00381,Abuja,NG,d_00043
t_00001567,u_00190,2026-03-20 20:26:57,33.17,travel,m_00059,Abuja,NG,d_00131
t_00001568,u_00108,2026-03-21 12:02:57,6.22,pharmacy,m_00264,Kano,NG,d_00085
t_00001569,u_00009,2026-03-25 22:39:57,44.44,ecommerce,m_00281,Sao Paulo,BR,d_00108
t_00001570,u_00175,2026-03-27 08:33:57,12.35,pharmacy,m_00090,Mumbai,IN,d_00209
t_00001571,u_00158,2026-03-25 04:01:57,57.51,electronics,m_00265,Kano,NG,d_00072
t_00001572,u_00174,2026-03-22 19:50:57,25.97,pharmacy,m_00091,Abuja,NG,d_00134
t_00001573,u_00176,2026-03-24 04:31:57,30.24,restaurant,m_00024,Manchester,GB,d_00165
t_00001574,u_00091,2026-03-22 18:15:57,58.04,travel,m_00047,Berlin,DE,d_00185
t_00001575,u_00136,2026-03-20 17:21:57,45.52,travel,m_00252,Lagos,NG,d_00074
t_00001576,u_00110,2026-03-23 17:19:57,31.71,ecommerce,m_00194,Bengaluru,IN,d_00204
t_00001577,u_00084,2026-03-23 21:50:57,33.13,grocery,m_00236,Mumbai,IN,d_00082
t_00001578,u_00060,2026-03-21 06:48:57,16.45,pharmacy,m_00152,Berlin,DE,d_00015
t_00001579,u_00163,2026-03-20 20:50:57,19.13,restaurant,m_00165,Bristol,GB,d_00027
t_00001580,u_00021,2026-03-24 00:06:57,121.23,travel,m_00124,Kano,NG,d_00063
t_00001581,u_00058,2026-03-25 16:12:57,47.99,pharmacy,m_00100,Hamburg,DE,d_00149
t_00001582,u_00126,2026-03-23 02:48:57,19.22,pharmacy,m_00032,Munich,DE,d_00105
t_00001583,u_00041,2026-03-24 11:41:57,34.8,pharmacy,m_00010,Kano,NG,d_00152
t_00001584,u_00108,2026-03-23 14:31:57,44.07,electronics,m_00093,Abuja,NG,d_00019
t_00001585,u_00062,2026-03-22 08:17:57,77.8,electronics,m_00306,Delhi,IN,d_00087
t_00001586,u_00082,2026-03-26 19:36:57,15.85,grocery,m_00322,Lagos,NG,d_00167
t_00001587,u_00021,2026-03-27 08:55:57,150.48,electronics,m_00389,London,GB,d_00184
t_00001588,u_00184,2026-03-23 15:49:57,3.49,fuel,m_00184,Berlin,DE,d_00127
t_00001589,u_00049,2026-03-20 22:55:57,16.77,restaurant,m_00138,Berlin,DE,d_00131
t_00001590,u_00087,2026-03-25 11:04:57,12.66,restaurant,m_00046,New York,US,d_00080
t_00001591,u_00158,2026-03-24 23:19:57,35.23,ecommerce,m_00147,Delhi,IN,d_00182
t_00001592,u_00188,2026-03-26 01:18:57,51.85,travel,m_00223,Seattle,US,d_00179
t_00001593,u_00154,2026-03-23 20:56:57,14.46,fuel,m_00017,Sao Paulo,BR,d_00137
t_00001594,u_00072,2026-03-25 13:07:57,85.15,electronics,m_00398,Curitiba,BR,d_00184
t_00001595,u_00120,2026-03-23 02:08:57,11.55,fuel,m_00349,Manchester,GB,d_00139
t_00001596,u_00153,2026-03-23 10:27:57,55.81,electronics,m_00006,New York,US,d_00240
t_00001597,u_00046,2026-03-25 22:49:57,16.01,pharmacy,m_00010,Mumbai,IN,d_00167
t_00001598,u_00095,2026-03-24 19:41:57,55.96,electronics,m_00164,Manchester,GB,d_00081
t_00001599,u_00083,2026-03-24 00:30:57,63.42,travel,m_00222,New York,US,d_00219
t_00001600,u_00185,2026-03-21 10:23:57,35.19,grocery,m_00039,Bristol,GB,d_00012
t_00001601,u_00166,2026-03-22 19:45:57,15.54,ecommerce,m_00114,Delhi,IN,d_00173
t_00001602,u_00092,2026-03-22 22:30:57,33.15,pharmacy,m_00178,Bristol,GB,d_00088
t_00001603,u_00087,2026-03-21 12:35:57,16.57,ecommerce,m_00253,Curitiba,BR,d_00152
t_00001604,u_00082,2026-03-22 00:59:57,21.24,pharmacy,m_00325,Austin,US,d_00024
t_00001605,u_00185,2026-03-23 02:36:57,25.99,ecommerce,m_00152,Bristol,GB,d_00120
t_00001606,u_00200,2026-03-25 16:38:57,40.61,restaurant,m_00075,Austin,US,d_00121
t_00001607,u_00180,2026-03-23 08:49:57,24.31,grocery,m_00341,New York,US,d_00098
t_00001608,u_00152,2026-03-22 04:20:57,25.48,ecommerce,m_00015,Munich,DE,d_00237
t_00001609,u_00059,2026-03-21 06:59:57,8.2,grocery,m_00022,Seattle,US,d_00225
t_00001610,u_00084,2026-03-24 23:13:57,20.24,fuel,m_00200,Curitiba,BR,d_00164
t_00001611,u_00065,2026-03-24 23:31:57,44.11,grocery,m_00037,Sao Paulo,BR,d_00019
t_00001612,u_00061,2026-03-23 18:47:57,14.86,ecommerce,m_00209,Manchester,GB,d_00191
t_00001613,u_00086,2026-03-25 07:51:57,21.49,pharmacy,m_00357,Bengaluru,IN,d_00031
t_00001614,u_00095,2026-03-26 18:01:57,10.38,pharmacy,m_00220,Mumbai,IN,d_00142
t_00001615,u_00015,2026-03-27 12:41:57,22.51,fuel,m_00147,Munich,DE,d_00160
t_00001616,u_00153,2026-03-27 03:23:57,43.9,travel,m_00244,Bristol,GB,d_00067
t_00001617,u_00105,2026-03-21 07:51:57,54.7,travel,m_00160,Austin,US,d_00054
t_00001618,u_00076,2026-03-22 20:49:57,68.21,electronics,m_00168,Munich,DE,d_00225
t_00001619,u_00023,2026-03-22 17:56:57,61.96,restaurant,m_00242,Munich,DE,d_00009
t_00001620,u_00020,2026-03-21 03:05:57,154.8,electronics,m_00305,Bristol,GB,d_00194
t_00001621,u_00116,2026-03-25 03:53:57,60.34,grocery,m_00006,Munich,DE,d_00082
t_00001622,u_00042,2026-03-22 08:34:57,14.8,restaurant,m_00310,New York,US,d_00235
t_00001623,u_00061,2026-03-21 23:41:57,51.16,grocery,m_00072,Lagos,NG,d_00177
t_00001624,u_00090,2026-03-26 18:41:57,62.17,travel,m_00182,Mumbai,IN,d_00165
t_00001625,u_00072,2026-03-24 19:21:57,8.06,grocery,m_00116,Mumbai,IN,d_00043
t_00001626,u_00014,2026-03-25 15:25:57,14.01,pharmacy,m_00065,London,GB,d_00084
t_00001627,u_00124,2026-03-24 08:04:57,31.39,pharmacy,m_00362,Bristol,GB,d_00106
t_00001628,u_00098,2026-03-25 15:51:57,27.84,electronics,m_00072,Hamburg,DE,d_00079
t_00001629,u_00183,2026-03-22 05:32:57,12.13,pharmacy,m_00063,Lagos,NG,d_00224
t_00001630,u_00157,2026-03-25 04:42:57,55.71,travel,m_00145,New York,US,d_00220
t_00001631,u_00200,2026-03-25 23:59:57,12.34,restaurant,m_00325,Curitiba,BR,d_00121
t_00001632,u_00011,2026-03-26 10:18:57,19.74,fuel,m_00219,Bristol,GB,d_00115
t_00001633,u_00148,2026-03-22 21:04:57,15.33,pharmacy,m_00178,Austin,US,d_00048
t_00001634,u_00010,2026-03-21 06:07:57,135.61,electronics,m_00264,Rio,BR,d_00159
t_00001635,u_00100,2026-03-24 02:29:57,22.66,grocery,m_00392,Munich,DE,d_00105
t_00001636,u_00167,2026-03-26 13:25:57,33.11,electronics,m_00198,Abuja,NG,d_00031
t_00001637,u_00114,2026-03-23 04:06:57,26.5,restaurant,m_00299,Berlin,DE,d_00228
t_00001638,u_00193,2026-03-25 03:36:57,23.21,pharmacy,m_00197,Berlin,DE,d_00051
t_00001639,u_00074,2026-03-21 11:58:57,34.93,fuel,m_00178,Bengaluru,IN,d_00147
t_00001640,u_00092,2026-03-26 20:01:57,32.66,restaurant,m_00305,Bristol,GB,d_00051
t_00001641,u_00097,2026-03-21 06:23:57,102.32,electronics,m_00207,Abuja,NG,d_00021
t_00001642,u_00145,2026-03-24 13:26:57,72.55,electronics,m_00091,Munich,DE,d_00094
t_00001643,u_00118,2026-03-26 12:05:57,33.84,pharmacy,m_00367,Abuja,NG,d_00119
t_00001644,u_00173,2026-03-23 08:49:57,6.37,grocery,m_00156,London,GB,d_00100
t_00001645,u_00017,2026-03-22 08:20:57,132.47,travel,m_00115,New York,US,d_00108
t_00001646,u_00150,2026-03-22 18:13:57,16.59,pharmacy,m_00288,Abuja,NG,d_00061
t_00001647,u_00029,2026-03-21 13:47:57,35.3,pharmacy,m_00167,Berlin,DE,d_00043
t_00001648,u_00163,2026-03-25 02:36:57,33.11,fuel,m_00354,Seattle,US,d_00067
t_00001649,u_00144,2026-03-21 17:17:57,86.87,travel,m_00391,Austin,US,d_00082
t_00001650,u_00129,2026-03-25 21:01:57,61.56,grocery,m_00177,Berlin,DE,d_00049
t_00001651,u_00084,2026-03-25 11:04:57,79.01,travel,m_00125,Mumbai,IN,d_00199
t_00001652,u_00195,2026-03-21 12:40:57,12.17,pharmacy,m_00319,Hamburg,DE,d_00190
t_00001653,u_00022,2026-03-22 07:40:57,28.71,restaurant,m_00190,Austin,US,d_00166
t_00001654,u_00083,2026-03-25 18:32:57,7.31,fuel,m_00212,Austin,US,d_00057
t_00001655,u_00197,2026-03-26 02:06:57,14.78,restaurant,m_00249,New York,US,d_00233
t_00001656,u_00089,2026-03-22 22:17:57,54.26,restaurant,m_00365,Munich,DE,d_00200
t_00001657,u_00140,2026-03-26 17:29:57,23.67,travel,m_00002,Seattle,US,d_00029
t_00001658,u_00051,2026-03-25 14:49:57,31.93,restaurant,m_00300,Rio,BR,d_00031
t_00001659,u_00144,2026-03-27 09:07:57,21.53,pharmacy,m_00098,Bengaluru,IN,d_00049
t_00001660,u_00064,2026-03-27 11:24:57,18.53,grocery,m_00317,Lagos,NG,d_00132
t_00001661,u_00062,2026-03-26 05:28:57,26.96,ecommerce,m_00107,Munich,DE,d_00238
t_00001662,u_00075,2026-03-21 19:08:57,58.16,electronics,m_00131,Austin,US,d_00201
t_00001663,u_00059,2026-03-23 09:42:57,38.9,electronics,m_00249,Seattle,US,d_00033
t_00001664,u_00019,2026-03-20 15:45:57,104.58,electronics,m_00255,Bristol,GB,d_00173
t_00001665,u_00094,2026-03-24 00:49:57,17.23,grocery,m_00039,Mumbai,IN,d_00154
t_00001666,u_00056,2026-03-26 07:10:57,16.9,fuel,m_00031,Abuja,NG,d_00083
t_00001667,u_00153,2026-03-26 04:15:57,23.58,ecommerce,m_00163,Delhi,IN,d_00078
t_00001668,u_00186,2026-03-21 15:06:57,12.86,pharmacy,m_00320,Rio,BR,d_00187
t_00001669,u_00052,2026-03-24 18:09:57,65.15,travel,m_00257,Munich,DE,d_00019
t_00001670,u_00025,2026-03-22 05:18:57,123.11,electronics,m_00177,Delhi,IN,d_00118
t_00001671,u_00087,2026-03-21 12:14:57,59.42,ecommerce,m_00125,Abuja,NG,d_00172
t_00001672,u_00061,2026-03-26 20:20:57,15.1,fuel,m_00019,Manchester,GB,d_00198
t_00001673,u_00063,2026-03-24 21:23:57,30.14,fuel,m_00315,Bengaluru,IN,d_00175
t_00001674,u_00112,2026-03-24 08:18:57,36.38,restaurant,m_00209,Delhi,IN,d_00226
t_00001675,u_00176,2026-03-25 21:59:57,27.65,electronics,m_00213,Hamburg,DE,d_00072
t_00001676,u_00108,2026-03-21 05:05:57,79.33,electronics,m_00177,Abuja,NG,d_00166
t_00001677,u_00166,2026-03-21 19:06:57,23.04,pharmacy,m_00145,Manchester,GB,d_00014
t_00001678,u_00106,2026-03-23 10:27:57,21.79,ecommerce,m_00235,Austin,US,d_00039
t_00001679,u_00081,2026-03-24 23:13:57,20.62,grocery,m_00367,Curitiba,BR,d_00154
t_00001680,u_00196,2026-03-22 16:25:57,20.27,grocery,m_00208,Sao Paulo,BR,d_00104
t_00001681,u_00124,2026-03-21 00:46:57,138.18,electronics,m_00225,Kano,NG,d_00094
t_00001682,u_00159,2026-03-26 21:43:57,28.72,restaurant,m_00063,Berlin,DE,d_00112
t_00001683,u_00126,2026-03-21 00:38:57,40.68,electronics,m_00357,Munich,DE,d_00117
t_00001684,u_00041,2026-03-26 15:06:57,55.28,electronics,m_00283,Abuja,NG,d_00238
t_00001685,u_00065,2026-03-26 15:18:57,18.6,fuel,m_00370,Curitiba,BR,d_00204
t_00001686,u_00173,2026-03-22 09:46:57,13.36,ecommerce,m_00206,Bristol,GB,d_00147
t_00001687,u_00176,2026-03-24 00:28:57,32.9,travel,m_00355,Seattle,US,d_00180
t_00001688,u_00047,2026-03-21 20:47:57,70.35,grocery,m_00050,Sao Paulo,BR,d_00128
t_00001689,u_00006,2026-03-24 01:47:57,10.17,electronics,m_00016,Manchester,GB,d_00206
t_00001690,u_00148,2026-03-26 08:17:57,14.93,ecommerce,m_00270,Munich,DE,d_00133
t_00001691,u_00045,2026-03-25 04:08:57,104.26,travel,m_00028,Seattle,US,d_00090
t_00001692,u_00010,2026-03-23 11:28:57,35.01,travel,m_00081,Berlin,DE,d_00185
t_00001693,u_00102,2026-03-24 11:01:57,18.89,electronics,m_00329,Rio,BR,d_00109
t_00001694,u_00134,2026-03-22 19:47:57,31.23,pharmacy,m_00206,Manchester,GB,d_00068
t_00001695,u_00043,2026-03-24 07:11:57,12.33,pharmacy,m_00142,Mumbai,IN,d_00069
t_00001696,u_00099,2026-03-23 00:11:57,26.03,pharmacy,m_00293,Berlin,DE,d_00053
t_00001697,u_00181,2026-03-26 07:37:57,26.52,grocery,m_00364,Austin,US,d_00120
t_00001698,u_00127,2026-03-22 19:12:57,19.39,pharmacy,m_00059,Sao Paulo,BR,d_00215
t_00001699,u_00114,2026-03-22 01:09:57,6.64,fuel,m_00137,Austin,US,d_00055
t_00001700,u_00097,2026-03-25 03:05:57,40.94,pharmacy,m_00191,Manchester,GB,d_00218
t_00001701,u_00016,2026-03-22 01:19:57,21.08,restaurant,m_00273,Seattle,US,d_00108
t_00001702,u_00108,2026-03-22 06:12:57,33.53,grocery,m_00197,Kano,NG,d_00076
t_00001703,u_00121,2026-03-25 20:46:57,56.6,electronics,m_00094,Lagos,NG,d_00135
t_00001704,u_00064,2026-03-24 10:00:57,89.56,electronics,m_00197,Abuja,NG,d_00058
t_00001705,u_00087,2026-03-23 05:51:57,15.94,grocery,m_00134,Delhi,IN,d_00091
t_00001706,u_00165,2026-03-24 19:25:57,15.96,grocery,m_00314,Curitiba,BR,d_00094
t_00001707,u_00036,2026-03-22 12:21:57,17.08,grocery,m_00047,Kano,NG,d_00227
t_00001708,u_00019,2026-03-23 03:15:57,27.51,grocery,m_00076,Delhi,IN,d_00141
t_00001709,u_00042,2026-03-24 15:15:57,67.03,electronics,m_00127,Mumbai,IN,d_00083
t_00001710,u_00007,2026-03-27 09:24:57,10.74,travel,m_00332,Mumbai,IN,d_00240
t_00001711,u_00157,2026-03-21 03:39:57,43.29,travel,m_00023,Curitiba,BR,d_00184
t_00001712,u_00185,2026-03-21 22:01:57,7.27,grocery,m_00044,Seattle,US,d_00209
t_00001713,u_00002,2026-03-24 05:53:57,29.34,fuel,m_00067,Berlin,DE,d_00109
t_00001714,u_00063,2026-03-23 08:48:57,133.01,electronics,m_00031,Mumbai,IN,d_00153
t_00001715,u_00195,2026-03-25 17:11:57,14.14,restaurant,m_00134,Mumbai,IN,d_00048
