subject_id,defaulted,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m
s_001264,0,27396.77,3.31,0,16803.15,0
s_001265,0,17417.83,5.13,9,7171.65,0
s_001266,0,14017.34,0.0,45,6018.48,1
s_001267,1,19467.33,2.74,22,8134.67,4
s_001268,0,22153.47,1.34,6,17985.17,0
s_001269,0,16908.87,0.0,48,12885.02,3
s_001270,0,17856.94,3.08,6,12474.96,0
s_001271,0,10629.63,1.35,10,10377.34,0
s_001272,0,40294.44,0.92,40,29376.34,0
s_001273,1,14385.64,5.27,52,14667.99,0
s_001274,0,15718.58,0.55,39,10179.98,0
s_001275,0,36881.54,3.34,10,25121.35,0
s_001276,0,28893.67,1.85,3,22180.06,0
s_001277,1,7858.66,3.43,39,6394.93,1
s_001278,0,45253.07,4.23,6,22865.76,1
s_001279,0,22013.6,0.0,37,20965.24,0
s_001280,1,37789.6,0.0,55,38326.85,1
s_001281,0,18778.24,3.7,6,3033.87,1
s_001282,0,28958.11,4.77,38,15762.82,0
s_001283,1,12875.46,4.72,40,13365.71,1
s_001284,1,23641.04,6.15,7,23859.29,1
s_001285,1,26228.7,0.0,23,21332.52,3
s_001286,0,27826.91,0.82,52,24004.88,1
s_001287,0,16349.85,4.19,13,19030.83,0
s_001288,0,32533.82,0.0,39,30631.56,0
s_001289,1,53962.29,0.0,6,20211.6,0
s_001290,0,26110.12,5.14,23,27508.88,1
s_001291,0,19665.69,0.0,16,16953.66,1
s_001292,0,14355.36,3.97,4,5998.51,1
s_001293,0,17450.1,6.73,4,13361.85,3
s_001294,0,11144.8,1.29,35,6767.69,0
s_001295,0,31936.0,2.6,42,26357.22,0
s_001296,0,9159.94,1.9,28,9544.74,0
s_001297,0,13574.31,3.01,10,10626.08,3
s_001298,0,25946.3,4.31,17,17532.62,2
s_001299,0,27346.09,0.89,16,19163.0,0
s_001300,0,28693.79,2.95,25,19483.58,0
s_001301,0,37151.99,1.43,41,29267.37,1
s_001302,0,18080.81,1.47,36,11882.35,0
s_001303,0,31876.97,0.0,14,23011.82,2
s_001304,0,19627.9,3.37,37,15040.4,0
s_001305,0,28410.63,3.2,9,18607.62,0
s_001306,1,25238.04,2.85,7,20387.6,0
s_001307,0,36370.06,0.36,0,21523.32,1
s_001308,1,27122.24,1.1,11,28723.04,0
s_001309,0,19169.49,1.2,0,6633.47,1
s_001310,0,19418.81,4.15,25,3835.75,0
s_001311,0,25184.95,5.34,13,16632.13,1
s_001312,0,30909.95,2.78,14,12347.27,0
s_001313,0,25413.26,1.62,18,12086.3,0
s_001314,0,47724.82,3.07,0,23991.29,0
s_001315,0,9712.2,5.85,18,8924.04,2
s_001316,0,25524.25,1.6,31,15797.74,0
s_001317,0,24653.94,6.21,25,14644.18,1
s_001318,0,43988.3,3.33,36,18340.77,3
s_001319,0,31091.56,0.58,12,21136.96,1
s_001320,0,26404.98,4.62,56,13648.85,1
s_001321,1,6523.94,2.61,18,1962.48,0
s_001322,0,44194.69,6.68,12,27958.98,1
s_001323,0,28866.76,1.76,46,22847.83,1
s_001324,0,16063.32,4.53,12,8912.19,0
s_001325,0,21845.48,0.0,23,19152.95,0
s_001326,0,26918.04,1.61,27,17206.33,0
s_001327,1,8929.92,0.0,39,4791.17,0
s_001328,1,21622.26,4.01,32,11590.12,1
s_001329,0,18967.95,2.66,29,9689.91,0
s_001330,0,32229.31,5.1,49,27584.34,1
s_001331,0,43015.2,4.83,24,30883.1,2
s_001332,0,43308.15,6.88,2,15128.01,0
s_001333,0,27900.33,3.63,26,27629.96,0
s_001334,0,38424.46,2.03,6,14431.35,1
s_001335,0,3000.0,6.21,23,2822.98,3
s_001336,0,37604.9,2.0,57,31087.95,0
s_001337,0,38565.2,1.97,13,20611.71,3
s_001338,0,30662.8,3.39,31,11306.43,0
s_001339,0,3000.0,7.17,22,1027.83,0
s_001340,0,35304.36,4.72,13,10451.96,0
s_001341,1,35196.15,0.0,0,9548.72,3
s_001342,0,22087.11,4.75,46,15025.94,0
s_001343,0,3000.0,2.87,11,3289.23,0
s_001344,1,15799.14,2.99,1,7331.9,3
s_001345,0,21111.21,1.19,0,22034.1,0
s_001346,1,14947.01,8.68,20,15221.49,2
s_001347,0,41042.19,5.46,33,41637.65,2
s_001348,0,50605.74,0.0,0,28582.74,1
s_001349,1,26332.64,2.01,4,20258.72,1
s_001350,1,39467.24,1.87,25,34752.58,4
s_001351,0,16302.47,0.36,31,14704.74,0
s_001352,1,22896.73,4.78,2,8667.0,3
s_001353,0,13735.45,3.41,22,6361.57,1
s_001354,0,16928.87,2.22,25,9564.94,0
s_001355,0,26027.53,3.91,14,25498.78,0
s_001356,0,27137.75,2.32,21,11855.37,0
s_001357,0,31818.12,3.28,42,22313.27,0
s_001358,0,24576.37,0.22,45,19611.55,0
s_001359,0,34414.69,2.22,9,38409.39,3
s_001360,0,30914.36,0.0,17,10694.15,0
s_001361,0,25245.22,0.47,41,25088.3,0
s_001362,1,20269.83,3.13,51,16447.52,4
s_001363,0,43256.11,2.1,60,33613.56,0
s_001364,1,37651.05,3.88,6,35096.31,2
s_001365,0,32747.14,4.82,46,26145.99,0
s_001366,0,41071.77,2.57,17,27480.83,1
s_001367,0,38645.56,5.53,4,40007.78,2
s_001368,0,3000.0,0.0,55,2388.18,2
s_001369,0,31093.33,2.06,44,18188.69,0
s_001370,1,34490.81,2.42,4,28908.64,0
s_001371,0,35336.76,2.41,31,13535.88,2
s_001372,0,28976.65,3.36,24,21477.24,0
s_001373,0,17768.59,4.48,20,8468.62,0
s_001374,0,27792.87,2.96,2,8815.16,2
s_001375,1,16304.67,5.08,16,15537.62,3
s_001376,0,38447.48,0.04,16,15632.37,0
s_001377,0,35449.13,3.62,41,23908.87,0
s_001378,0,34796.2,0.0,7,12570.2,2
s_001379,0,7339.0,3.91,43,5263.3,0
s_001380,1,18549.31,2.52,52,17141.93,0
s_001381,0,31328.15,1.2,19,14848.76,2
s_001382,1,29651.33,0.0,33,12608.19,0
s_001383,0,15960.44,4.8,58,9308.28,0
s_001384,1,23385.81,0.98,27,9109.85,0
s_001385,0,33609.15,2.8,26,24220.71,0
s_001386,0,29577.36,0.0,12,13064.49,2
s_001387,0,30302.73,0.18,39,27529.53,0
s_001388,0,32793.88,6.5,30,29364.48,2
s_001389,0,26859.75,6.06,11,20732.11,0
s_001390,0,50649.33,5.26,23,23126.67,3
s_001391,0,24814.29,1.59,10,21620.52,0
s_001392,0,50061.4,1.29,43,40788.24,0
s_001393,0,23151.75,2.07,36,13192.26,0
s_001394,0,47206.28,0.0,74,33075.91,0
s_001395,0,5594.33,7.13,46,2877.18,0
s_001396,0,27985.35,4.63,2,18654.49,0
s_001397,1,27936.38,6.42,9,29508.57,0
s_001398,1,31157.26,4.44,6,22169.4,1
s_001399,0,30964.98,2.53,15,26883.29,1
s_001400,0,45026.71,4.1,23,29799.01,1
s_001401,0,49380.09,3.86,19,53941.39,1
s_001402,0,25415.05,5.1,3,12281.14,2
s_001403,1,19612.4,5.35,12,15439.32,2
s_001404,0,12919.35,0.0,41,3162.2,0
s_001405,0,26924.23,3.4,20,17338.51,0
s_001406,0,25065.12,7.09,19,24455.14,3
s_001407,1,22277.71,0.0,0,18678.48,0
s_001408,0,31917.1,4.78,14,29854.64,1
s_001409,1,28758.84,5.69,32,29754.81,0
s_001410,0,22067.01,2.11,20,10170.4,0
s_001411,0,15388.56,0.0,9,6583.83,0
s_001412,0,10986.65,0.25,22,9303.58,1
s_001413,0,29836.69,0.0,43,14050.92,0
s_001414,0,28634.72,3.43,10,27561.48,2
s_001415,0,29939.48,7.0,21,24264.44,1
s_001416,0,50334.86,4.31,19,9314.05,1
s_001417,0,62468.96,1.19,18,32136.45,2
s_001418,1,32782.23,2.35,34,28451.95,0
s_001419,0,20129.16,3.75,31,10054.55,1
s_001420,0,20995.5,5.12,22,12934.77,0
s_001421,1,8069.93,5.23,0,5091.28,0
s_001422,0,16719.88,1.55,36,7187.04,0
s_001423,0,26743.69,2.11,44,15821.9,2
s_001424,0,17516.86,4.62,9,6199.09,2
s_001425,0,21102.88,0.0,23,13255.3,0
s_001426,0,28596.28,9.78,3,18505.34,0
s_001427,0,36072.17,2.2,26,24490.43,0
s_001428,0,43818.75,7.69,30,30351.99,2
s_001429,0,27580.06,1.44,35,21936.02,0
s_001430,0,39647.98,0.75,41,12401.46,0
s_001431,0,24713.28,1.82,46,21598.24,0
s_001432,0,20724.85,1.17,12,16487.72,0
s_001433,0,53691.77,1.82,0,58224.17,0
s_001434,0,34478.5,1.61,24,18178.75,0
s_001435,0,12191.64,5.15,22,8388.06,3
s_001436,0,30371.82,1.37,64,15906.46,0
s_001437,0,43860.65,0.0,40,9825.4,1
s_001438,0,30051.66,0.7,19,24949.68,3
s_001439,0,41280.48,6.32,36,43974.85,0
s_001440,0,33091.5,5.47,45,15594.54,0
s_001441,0,38572.68,6.62,14,35317.21,1
s_001442,0,35133.99,0.0,12,21960.85,0
s_001443,0,16659.3,4.26,35,15727.64,0
s_001444,0,53177.55,4.21,19,37092.63,0
s_001445,0,42694.45,3.4,12,21792.67,0
s_001446,0,22520.45,4.81,10,8069.61,0
s_001447,0,24116.32,0.0,22,21949.36,2
s_001448,0,22419.59,3.51,43,14568.17,2
s_001449,0,33808.66,3.34,15,25153.02,0
s_001450,0,18709.92,0.0,4,13185.9,0
s_001451,0,35105.53,0.21,14,24565.78,0
s_001452,0,7221.92,0.0,19,5500.31,1
s_001453,1,29251.34,1.2,52,15886.97,2
s_001454,1,15557.44,0.0,19,8902.62,0
s_001455,0,13056.77,0.9,0,4010.13,2
s_001456,0,32249.27,1.01,34,26916.72,3
s_001457,0,22359.36,8.38,23,14146.76,0
s_001458,1,10424.91,5.49,40,3935.65,0
s_001459,0,49278.11,4.31,29,23423.67,0
s_001460,0,38136.73,4.05,21,41516.33,1
s_001461,0,23306.45,0.0,0,27909.21,0
s_001462,0,48381.02,3.56,41,25337.39,0
s_001463,0,21120.18,3.49,18,17866.43,3
s_001464,0,14881.77,2.96,24,9573.96,0
s_001465,0,22684.98,8.77,7,21606.41,1
s_001466,0,11620.66,4.24,31,7140.06,2
s_001467,0,33281.69,8.0,23,13775.67,0
s_001468,0,27060.68,5.78,27,17290.24,0
s_001469,0,49672.88,2.21,67,21674.75,0
s_001470,0,24653.48,3.88,35,5082.38,0
s_001471,0,39886.21,3.06,29,25455.36,0
s_001472,0,14562.43,0.0,0,11790.42,0
s_001473,1,25771.05,0.0,15,17062.85,0
s_001474,0,35010.0,1.56,20,17945.85,2
s_001475,0,42485.83,2.52,6,27831.02,1
s_001476,1,14574.06,2.05,33,9051.48,1
s_001477,0,14493.03,4.65,46,11806.14,0
s_001478,0,19072.64,2.46,15,12948.17,3
s_001479,0,28510.54,3.65,33,15157.69,1
s_001480,1,26367.36,0.0,35,25313.94,0
s_001481,0,28257.67,3.24,21,31057.3,1
s_001482,0,33539.16,0.84,14,18048.83,1
s_001483,0,41253.74,4.05,24,22637.72,0
s_001484,0,36520.45,1.84,6,17135.77,0
s_001485,0,12338.98,2.4,13,6441.54,0
s_001486,0,14096.92,2.01,43,14254.7,0
s_001487,1,33398.39,5.34,6,20441.09,0
s_001488,0,29909.26,0.87,0,15186.06,1
s_001489,0,22392.71,0.7,3,7076.41,2
s_001490,0,32725.63,2.26,5,22546.36,2
s_001491,0,24038.81,3.66,19,25378.08,0
s_001492,0,42697.33,4.67,25,37231.3,0
s_001493,0,17148.63,4.76,64,12788.18,0
s_001494,1,31024.95,6.63,12,31888.06,0
s_001495,0,22070.04,6.06,13,10814.63,2
s_001496,0,14690.04,0.0,30,5934.5,0
s_001497,0,37092.28,0.0,8,25841.4,0
s_001498,0,51904.83,8.46,22,25662.9,0
s_001499,0,46708.99,0.82,20,42886.91,1
s_001500,0,35914.94,7.28,48,36802.05,0
s_001501,0,23009.23,0.51,14,12035.45,0
s_001502,0,37375.26,3.1,37,35524.62,0
s_001503,1,32696.08,5.72,40,9502.86,0
s_001504,0,29759.85,3.17,53,17324.92,1
s_001505,0,25132.31,3.87,22,9584.66,1
s_001506,0,5671.56,5.32,0,3265.07,0
s_001507,0,27555.98,1.87,17,21188.86,0
s_001508,0,37895.92,4.31,0,21177.36,0
s_001509,0,11796.18,0.4,0,5792.84,0
s_001510,0,31608.68,2.53,39,31620.14,0
s_001511,0,15976.08,2.92,16,11347.08,0
s_001512,0,16193.02,7.18,32,9656.86,1
s_001513,0,35761.74,1.8,22,18249.85,0
s_001514,0,22846.18,0.0,0,11061.84,3
s_001515,0,18559.11,6.04,30,17921.61,0
s_001516,0,32931.92,1.19,26,23656.01,0
s_001517,0,29989.56,4.67,18,10096.83,0
s_001518,0,36662.83,1.09,36,33163.59,0
s_001519,0,29068.04,4.42,0,14397.45,0
s_001520,1,29092.17,0.93,46,20624.89,1
s_001521,0,31978.75,6.39,27,27505.4,2
s_001522,0,22123.2,1.96,9,12632.04,0
s_001523,0,22492.54,2.52,9,11583.84,0
s_001524,1,25145.14,0.0,24,18489.71,0
s_001525,0,11187.95,1.39,10,7724.94,1
s_001526,0,49235.09,2.41,46,40278.1,2
s_001527,0,54278.21,2.68,35,21367.07,1
s_001528,0,22659.59,4.76,49,15563.7,2
s_001529,0,3000.0,5.05,26,2050.44,0
s_001530,0,36830.53,3.3,39,24468.09,3
s_001531,1,7656.14,1.3,19,6471.86,3
s_001532,0,18462.86,4.73,1,4624.32,2
s_001533,0,48089.15,1.58,50,10993.97,1
s_001534,0,27540.25,5.5,35,22986.12,1
s_001535,0,29490.77,4.85,26,6717.27,0
s_001536,0,54982.16,2.33,43,51760.73,0
s_001537,1,32329.0,3.16,6,20384.98,3
s_001538,0,34258.94,4.0,26,13681.31,2
s_001539,0,24772.87,5.93,12,15647.23,0
s_001540,0,27811.04,3.8,46,10935.86,1
s_001541,0,32235.94,0.0,43,21774.64,0
s_001542,0,35952.84,3.83,22,25942.89,2
s_001543,1,25266.7,0.13,16,14011.6,3
s_001544,0,43144.93,0.02,40,22116.13,0
s_001545,0,13423.68,4.34,17,8579.08,0
s_001546,0,6814.61,2.45,15,3965.67,0
s_001547,0,40390.45,4.93,22,40910.83,0
s_001548,0,14635.89,0.0,9,5248.67,1
s_001549,0,6715.81,6.47,25,6867.82,0
s_001550,1,15503.28,2.86,13,12969.82,3
s_001551,0,48487.62,0.45,34,44436.82,1
s_001552,0,18953.56,1.35,17,13398.39,1
s_001553,0,26180.88,1.17,0,18451.95,0
s_001554,1,42655.81,4.57,31,48352.49,0
s_001555,0,23888.7,1.94,26,17986.98,4
s_001556,0,26737.6,6.07,7,14391.84,0
s_001557,0,45363.15,6.96,2,22051.59,0
s_001558,0,29489.42,6.07,21,31288.25,2
s_001559,0,36046.78,1.48,0,21769.89,0
s_001560,0,44771.69,2.56,24,32458.8,1
s_001561,0,42950.38,6.64,37,17093.81,1
s_001562,0,38669.82,5.29,24,20862.7,2
s_001563,0,49985.59,5.06,13,24739.03,0
s_001564,0,26277.47,4.82,34,21830.96,1
s_001565,1,22667.97,2.3,18,9799.0,2
s_001566,0,28884.21,2.77,32,29744.75,2
s_001567,1,12934.3,4.03,7,13157.08,3
s_001568,0,36797.16,1.42,25,19485.84,0
s_001569,0,40360.09,3.92,43,25966.3,1
s_001570,0,10975.43,6.93,15,10073.9,1
s_001571,0,7101.65,0.59,26,2564.92,0
s_001572,1,23131.68,2.59,41,14360.95,0
s_001573,0,42737.17,0.59,44,27423.95,2
s_001574,0,15173.38,3.53,24,13339.61,0
s_001575,0,6522.2,4.73,24,2815.05,1
s_001576,0,47156.1,4.97,12,20523.42,1
s_001577,0,40328.23,3.38,20,22221.91,3
s_001578,0,26374.07,6.82,0,22226.16,0
s_001579,0,24583.08,0.0,35,21590.67,1
s_001580,0,15034.04,2.44,41,12433.57,0
s_001581,0,13167.47,0.0,15,14474.53,2
s_001582,0,15630.0,0.89,6,1511.34,0
s_001583,0,37854.03,3.56,26,29816.84,1
s_001584,1,20107.15,4.27,22,13689.44,3
s_001585,0,23903.58,1.27,39,17512.25,4
s_001586,0,33104.08,6.54,8,14144.59,0
s_001587,1,41690.06,0.66,19,33522.87,2
s_001588,0,31243.89,4.95,50,20872.27,0
s_001589,1,26485.12,0.0,16,21329.67,2
s_001590,0,21099.41,4.65,31,18666.99,2
s_001591,0,48688.5,3.95,26,14119.9,3
s_001592,0,15137.97,4.52,67,17675.1,1
s_001593,1,38158.92,7.81,3,11180.78,1
s_001594,0,48715.75,3.33,30,43395.46,3
s_001595,0,33347.41,0.0,35,19446.11,1
s_001596,0,17619.77,1.19,45,9165.02,0
s_001597,0,24206.36,0.0,31,14231.63,1
s_001598,0,10140.35,3.65,11,8242.46,1
s_001599,0,26608.19,7.44,28,24844.33,1
s_001600,0,45435.39,4.13,26,38999.42,0
s_001601,1,17468.23,0.0,36,9094.92,1
s_001602,0,35480.92,4.91,35,10674.75,0
s_001603,0,45915.64,0.08,32,31945.28,1
s_001604,1,31351.4,3.57,24,32675.08,0
s_001605,0,51427.9,3.73,12,45421.12,0
s_001606,0,25945.35,5.96,42,25987.37,1
s_001607,0,26564.71,5.88,9,12302.17,0
s_001608,0,38678.01,0.0,16,19991.57,3
s_001609,0,38128.83,2.96,4,33511.99,0
s_001610,1,17632.84,4.81,13,9209.65,2
s_001611,0,43109.3,2.53,29,22806.85,1
s_001612,0,52953.14,0.0,40,55575.62,0
s_001613,0,33805.95,0.66,30,24736.5,0
s_001614,0,48630.01,1.5,13,24951.23,0
s_001615,1,22274.06,2.01,0,18459.75,0
s_001616,0,18841.04,7.55,35,7662.55,2
s_001617,1,20104.0,0.0,36,9769.56,1
s_001618,0,35459.0,6.17,18,34732.87,2
s_001619,0,29001.99,1.32,22,22476.75,0
s_001620,0,43263.65,3.2,33,23862.42,1
s_001621,0,31129.31,4.1,20,17672.08,0
s_001622,0,16983.91,5.65,12,10897.58,2
s_001623,0,9990.31,5.51,41,6916.38,1
s_001624,0,38158.33,1.42,9,39661.99,3
s_001625,0,31174.06,0.58,22,33292.0,0
s_001626,0,13629.49,6.96,16,11709.43,2
s_001627,1,40647.5,0.0,6,39921.46,1
s_001628,0,34919.72,2.16,41,19963.61,1
s_001629,0,24001.74,2.96,0,19132.18,3
s_001630,0,20079.14,3.87,24,15881.76,0
s_001631,0,28843.82,0.0,14,20775.58,0
s_001632,0,19559.07,7.19,39,8956.9,1
s_001633,0,23694.36,3.35,13,10011.11,2
s_001634,0,31689.53,4.36,24,15588.93,0
s_001635,0,45645.81,1.91,19,23395.26,1
s_001636,1,10942.55,4.85,46,10030.92,6
s_001637,0,29981.9,4.53,14,5326.18,1
s_001638,0,34649.26,3.4,42,16389.49,0
s_001639,0,21623.66,3.74,31,9153.28,0
s_001640,0,24615.75,5.65,8,10807.77,1
s_001641,0,34603.56,3.48,31,22913.01,2
s_001642,0,37981.59,0.0,22,25023.06,0
s_001643,0,28829.84,3.72,17,12267.74,1
s_001644,0,31792.56,0.0,30,27521.29,2
s_001645,0,29345.78,6.37,42,16678.61,3
s_001646,0,21685.25,2.52,11,16547.39,1
s_001647,0,50410.86,0.0,27,47733.86,1
s_001648,0,36631.54,5.16,17,28795.84,0
s_001649,0,22340.6,4.38,0,15840.5,1
s_001650,0,22286.06,5.82,12,19924.42,0
s_001651,0,23385.96,0.49,0,19885.66,2
s_001652,0,27040.91,0.0,12,11338.4,1
s_001653,1,27665.33,2.73,31,21507.17,1
s_001654,1,17120.03,0.03,11,10591.55,2
s_001655,0,32523.55,0.74,18,11113.44,0
s_001656,0,45570.53,4.26,18,28320.52,1
s_001657,0,22686.71,0.0,15,12740.38,1
s_001658,0,35626.36,1.46,23,25651.25,0
s_001659,1,23573.08,4.9,24,17292.39,3
s_001660,0,23369.77,7.28,30,7237.71,2
s_001661,0,23715.57,6.68,41,12593.06,0
s_001662,1,5580.74,6.91,10,5166.34,3
s_001663,0,36115.47,4.54,38,19069.06,4
s_001664,0,12914.37,0.2,50,6329.54,1
s_001665,1,29311.13,7.94,0,22407.18,0
s_001666,0,35859.65,0.0,36,35726.68,0
s_001667,0,31493.98,1.75,35,15334.13,0
s_001668,0,9086.42,6.7,32,7840.36,1
s_001669,1,29142.73,2.08,34,20311.83,0
s_001670,1,30675.09,0.0,26,30867.02,1
s_001671,1,21177.06,2.51,0,23353.44,0
s_001672,1,13729.35,0.36,0,7168.74,0
s_001673,0,14858.88,0.0,29,11317.32,1
s_001674,0,41690.91,5.61,27,25482.96,2
s_001675,0,12931.99,3.6,12,8403.02,0
s_001676,1,34497.06,0.0,1,17215.05,0
s_001677,0,36237.98,4.63,1,37223.0,0
s_001678,0,34757.88,1.55,33,13698.94,3
s_001679,0,22937.9,0.52,14,13418.14,2
s_001680,0,27776.57,0.16,19,11756.9,1
s_001681,1,35662.91,1.7,11,33998.91,2
s_001682,0,38382.71,0.31,28,19580.07,2
s_001683,0,26682.67,3.79,16,15500.4,0
s_001684,0,23048.85,2.89,21,10757.77,0
s_001685,1,37260.28,0.0,29,40502.46,0
s_001686,0,30259.99,4.97,14,21930.03,0
s_001687,0,31247.05,3.06,36,18933.38,3
s_001688,0,47115.16,4.22,12,31029.58,3
s_001689,0,13759.6,1.53,7,10385.5,2
s_001690,0,43412.39,4.08,12,31728.51,1
s_001691,1,9740.41,0.0,36,7918.97,0
s_001692,0,44675.01,1.63,12,38929.67,0
s_001693,1,42876.8,5.75,22,27036.33,5
s_001694,0,61335.28,0.94,7,39767.99,0
s_001695,0,27419.5,4.44,21,14974.28,0
s_001696,0,28300.23,4.07,33,18044.01,0
s_001697,0,36059.44,4.68,0,25829.63,0
s_001698,0,44718.48,9.5,35,38172.62,2
s_001699,0,33206.11,7.26,45,15384.55,2
s_001700,0,4209.92,2.25,14,4150.92,0
s_001701,0,26834.55,3.87,16,17340.12,2
s_001702,0,15436.42,3.75,46,11665.95,0
s_001703,0,16953.06,3.78,30,14145.76,1
s_001704,0,37904.3,5.67,16,29089.0,1
s_001705,1,38161.54,4.88,11,27145.78,0
s_001706,0,24815.81,0.0,20,17972.84,2
s_001707,0,16260.9,4.85,27,14194.58,3
s_001708,0,28358.48,8.95,20,19025.85,1
s_001709,0,18749.86,4.08,42,17398.69,1
s_001710,0,21146.1,2.14,16,22787.89,0
s_001711,0,9091.09,1.37,9,8277.01,3
s_001712,1,16735.22,0.0,13,11433.05,0
s_001713,0,20043.29,2.37,36,17487.16,0
s_001714,1,34778.92,0.0,75,29344.41,1
s_001715,0,13312.23,3.12,13,11314.71,1
s_001716,0,11618.04,3.3,20,10370.05,1
s_001717,0,47786.0,0.0,56,28021.16,0
s_001718,1,7698.8,6.29,4,5055.07,1
s_001719,0,13853.58,2.22,32,8507.7,0
s_001720,0,44905.11,1.67,22,43492.6,4
s_001721,0,37534.95,2.55,21,33132.2,0
s_001722,0,24921.28,4.82,34,23621.27,0
s_001723,0,43023.17,3.21,18,40604.12,0
s_001724,0,3000.0,2.05,17,2444.38,0
s_001725,0,17060.17,3.59,36,8703.73,1
s_001726,0,30172.73,6.87,23,28063.73,3
s_001727,0,33406.08,1.54,17,23311.63,0
s_001728,0,47300.12,6.62,21,18797.72,1
s_001729,0,41483.86,1.4,43,25074.51,2
s_001730,0,29919.74,5.68,25,12855.89,4
s_001731,0,40024.23,5.19,18,22727.1,0
s_001732,0,25298.56,6.15,33,20444.7,2
s_001733,0,40878.08,0.81,0,25229.7,0
s_001734,0,16835.3,2.66,0,10565.31,1
s_001735,0,15797.96,3.9,13,13112.54,1
s_001736,0,22519.24,0.0,18,16826.42,1
s_001737,0,11237.61,2.53,47,7436.03,0
s_001738,0,45228.1,5.18,10,26352.02,0
s_001739,0,31163.14,3.62,13,14485.32,2
s_001740,0,27837.5,1.82,33,22561.27,4
s_001741,0,24338.2,3.93,61,9834.03,2
s_001742,0,16868.7,0.51,31,5166.21,0
s_001743,0,32071.35,8.11,7,32970.6,2
s_001744,0,21615.51,2.85,37,9013.34,2
s_001745,0,42157.47,3.13,13,32763.09,1
s_001746,0,47078.67,4.56,13,24071.54,1
s_001747,0,15527.19,9.11,11,14292.28,1
s_001748,0,30302.05,2.28,33,14674.28,0
s_001749,1,24812.62,0.3,28,17655.02,0
s_001750,0,49317.96,0.0,43,30579.0,0
s_001751,0,30869.97,4.58,51,2112.08,1
s_001752,1,20687.85,2.08,19,19263.03,0
s_001753,1,8104.08,2.66,51,4239.89,0
s_001754,0,32997.81,0.94,20,36293.29,0
s_001755,0,21474.56,1.21,1,14349.26,0
s_001756,0,36004.54,2.56,0,23866.77,1
s_001757,0,29798.82,0.0,50,12863.93,2
s_001758,0,32684.87,6.71,0,23929.42,0
s_001759,0,3000.0,5.2,30,2268.68,2
s_001760,0,44538.64,2.43,32,34875.16,0
s_001761,0,35855.06,2.86,4,18955.24,1
s_001762,0,34458.07,6.3,0,21388.4,1
s_001763,0,3000.0,0.0,48,1536.01,1
s_001764,0,26583.55,1.87,14,15169.82,1
s_001765,0,45346.29,4.52,46,26570.65,0
s_001766,1,27401.74,2.58,16,21236.33,2
s_001767,0,31015.28,2.33,30,18819.46,0
s_001768,0,3000.0,5.28,47,2157.95,2
s_001769,1,46455.64,3.47,0,26931.88,1
s_001770,1,51420.21,2.22,10,29505.64,3
s_001771,0,33906.56,2.31,29,25128.42,0
s_001772,0,24555.18,4.15,80,18529.66,0
s_001773,0,25503.99,0.23,31,25753.1,4
s_001774,1,26348.75,2.73,13,22174.73,0
s_001775,0,34777.58,4.05,26,18327.57,0
s_001776,0,48795.3,3.38,43,25291.23,0
s_001777,0,20958.88,5.95,14,18145.31,2
s_001778,0,46972.5,3.19,16,24774.85,0
s_001779,0,39544.44,1.92,26,29030.54,0
s_001780,0,42263.66,2.22,0,4700.97,0
s_001781,0,38178.05,0.13,29,24146.99,1
s_001782,0,47087.64,1.14,1,14526.83,0
s_001783,0,17646.7,0.2,30,11850.32,3
s_001784,0,36522.53,10.66,4,23384.47,0
s_001785,0,57352.5,0.73,12,42167.64,0
s_001786,0,38133.23,2.25,18,31362.17,2
s_001787,0,21737.74,0.51,46,25431.32,0
s_001788,0,28287.98,0.96,34,16836.58,1
s_001789,0,15342.21,2.7,24,4782.32,0
s_001790,0,43249.66,0.23,1,26709.77,0
s_001791,0,39873.4,5.48,49,21831.6,1
s_001792,1,13628.3,1.57,58,4931.72,1
s_001793,0,34134.57,4.07,33,6687.51,3
s_001794,0,58026.0,4.02,1,50715.61,0
s_001795,0,27242.51,2.29,37,16648.56,0
s_001796,1,25640.95,7.49,38,21338.93,2
s_001797,1,10606.56,4.66,24,4976.29,3
s_001798,0,24671.96,1.54,15,9891.68,0
s_001799,1,14355.62,0.0,51,8369.1,1
s_001800,0,28791.79,2.35,0,12510.09,1
s_001801,1,24569.19,4.47,27,16784.9,2
s_001802,0,41715.36,5.46,75,14031.77,1
s_001803,1,22314.85,2.62,10,11667.74,0
s_001804,0,42702.27,0.0,17,39510.61,0
s_001805,1,18335.89,1.61,76,15230.7,1
s_001806,0,33325.5,4.16,18,31695.28,0
s_001807,0,24123.41,6.65,28,10373.16,0
s_001808,1,36566.81,1.34,16,30747.72,1
s_001809,0,14011.64,1.48,1,7641.36,1
s_001810,0,43422.98,0.0,24,28443.1,0
s_001811,0,35529.23,3.55,30,22180.11,2
s_001812,0,23926.29,5.16,31,12608.86,0
s_001813,1,20173.19,0.93,34,6772.02,1
s_001814,0,49158.67,4.49,46,27641.86,1
s_001815,0,25149.53,2.62,0,23360.37,0
s_001816,0,42110.34,0.47,28,38547.57,0
s_001817,0,24618.83,5.23,29,18916.18,0
s_001818,0,30077.24,2.46,26,30228.25,0
s_001819,0,39659.94,2.54,20,38946.03,1
s_001820,0,14102.33,4.91,1,3930.3,0
s_001821,0,12519.36,4.59,28,10940.81,1
