subject_id,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m,defaulted
subj_002108,19465.03,0.81,7,17025.54,1,0
subj_002109,46893.77,0.05,34,26437.34,1,0
subj_002110,9905.33,4.25,0,6814.16,3,1
subj_002111,34018.4,2.43,11,31659.65,1,0
subj_002112,13280.6,2.13,47,4797.21,0,0
subj_002113,12490.99,3.75,0,9422.33,0,0
subj_002114,29441.83,2.55,32,28744.15,2,1
subj_002115,44141.94,0.0,0,36018.13,0,1
subj_002116,19785.52,3.84,29,13113.29,0,0
subj_002117,12412.86,6.76,36,8.52,2,0
subj_002118,24524.93,3.82,45,18897.09,0,1
subj_002119,31467.6,2.57,33,17832.27,1,0
subj_002120,48840.97,3.03,65,34099.59,0,0
subj_002121,28749.51,3.64,30,21609.22,0,0
subj_002122,28625.48,1.0,7,7564.03,2,0
subj_002123,3000.0,2.9,0,1834.56,0,0
subj_002124,22110.97,7.43,42,20757.43,0,1
subj_002125,3000.0,2.32,23,2803.17,2,1
subj_002126,22924.29,2.2,0,8612.35,1,1
subj_002127,19154.81,0.0,19,12039.52,1,0
subj_002128,43160.2,3.38,22,17714.65,0,0
subj_002129,20610.28,4.32,28,13310.75,0,1
subj_002130,16901.18,1.83,22,10397.7,0,0
subj_002131,29642.38,3.53,57,28120.63,0,0
subj_002132,38935.45,1.58,12,22901.07,0,0
subj_002133,18073.93,0.02,43,15711.09,0,0
subj_002134,18011.12,3.73,41,11550.78,0,0
subj_002135,21984.06,1.1,20,12352.44,0,0
subj_002136,13119.17,3.09,1,11761.57,2,1
subj_002137,13444.83,0.0,9,11429.19,0,0
subj_002138,15897.48,2.09,8,6090.94,0,0
subj_002139,14296.26,0.0,43,9294.45,0,0
subj_002140,35761.39,0.0,30,9488.07,0,0
subj_002141,23002.53,4.67,17,21181.91,0,1
subj_002142,45583.01,3.02,0,22535.98,2,0
subj_002143,28625.75,8.53,10,14731.6,1,0
subj_002144,9114.57,2.02,41,3333.14,1,0
subj_002145,22705.16,4.93,26,14482.1,2,0
subj_002146,19319.86,0.4,64,16195.01,2,1
subj_002147,47707.82,2.87,28,50327.77,1,0
subj_002148,7172.03,4.19,48,5365.42,1,0
subj_002149,37288.69,1.89,18,30928.2,1,0
subj_002150,21405.48,2.83,4,21461.68,1,1
subj_002151,37111.26,0.0,27,33384.33,0,0
subj_002152,22868.67,0.96,18,16274.97,2,0
subj_002153,30158.0,6.3,15,14925.33,3,1
subj_002154,32562.63,2.41,45,11723.14,0,0
subj_002155,20555.22,0.0,39,16150.75,0,1
subj_002156,17060.39,2.06,41,11129.66,2,1
subj_002157,19771.23,2.32,6,10312.63,0,0
subj_002158,30589.56,1.74,26,28607.22,3,0
subj_002159,40835.07,1.59,23,23792.35,0,0
subj_002160,12363.28,1.23,35,12275.54,0,0
subj_002161,33036.53,0.0,16,21860.04,0,0
subj_002162,15682.78,5.76,50,9297.49,2,1
subj_002163,21320.15,3.95,38,11167.25,0,0
subj_002164,28455.81,3.3,23,22097.7,0,0
subj_002165,48597.3,0.06,59,64511.15,0,0
subj_002166,8644.2,1.91,27,7722.69,0,0
subj_002167,24704.76,4.58,10,17826.15,0,0
subj_002168,22698.37,0.48,34,19127.28,0,0
subj_002169,28533.49,0.88,32,16771.37,1,0
subj_002170,3000.0,3.26,33,2247.02,0,0
subj_002171,28599.62,0.0,55,25269.26,1,0
subj_002172,25534.37,0.0,18,11443.74,3,0
subj_002173,3000.0,3.89,51,828.23,0,0
subj_002174,39766.93,3.62,16,35803.36,1,1
subj_002175,21783.32,2.91,14,15597.42,0,1
subj_002176,60762.75,5.56,34,42286.95,0,0
subj_002177,28362.55,5.67,35,9379.24,0,0
subj_002178,41281.73,4.84,34,12744.22,1,0
subj_002179,15219.88,7.24,30,7682.76,0,0
subj_002180,33602.41,2.71,9,6772.07,0,0
subj_002181,29080.93,0.63,67,11546.68,1,0
subj_002182,12936.95,0.0,19,6515.43,0,1
subj_002183,28309.79,1.83,25,19862.69,0,0
subj_002184,46224.75,2.91,0,47332.57,1,0
subj_002185,38842.13,1.9,29,29126.76,3,0
subj_002186,38328.36,3.65,16,30680.61,2,0
subj_002187,24949.34,2.5,7,21002.94,1,0
subj_002188,62490.47,0.19,22,39275.29,1,0
subj_002189,44425.54,2.56,31,28835.7,2,0
subj_002190,30328.41,0.8,54,25343.97,0,1
subj_002191,29521.87,0.0,31,21137.75,2,0
subj_002192,39236.94,0.0,13,19665.17,1,0
subj_002193,34185.88,1.14,7,15108.21,0,0
subj_002194,26692.97,4.45,27,18524.98,1,0
subj_002195,43703.49,1.49,0,35590.32,3,0
subj_002196,38945.04,3.72,6,31316.69,2,0
subj_002197,45158.46,0.0,0,23636.8,0,0
subj_002198,44547.83,4.33,20,41222.55,0,0
subj_002199,35079.86,1.71,22,20451.63,2,0
subj_002200,28943.41,0.0,38,29802.54,0,0
subj_002201,21718.92,5.25,23,24432.75,0,0
subj_002202,13140.34,2.27,53,7022.96,0,0
subj_002203,29747.3,0.0,47,29020.03,2,1
subj_002204,38654.12,0.89,3,43336.66,0,0
subj_002205,24892.29,0.0,34,19107.74,1,1
subj_002206,26090.06,0.63,9,13824.65,1,0
subj_002207,11298.89,0.69,21,5063.94,0,0
subj_002208,30210.81,2.87,11,18888.35,0,0
subj_002209,25400.99,2.82,1,12792.77,0,0
subj_002210,37907.33,5.18,15,31363.21,3,1
subj_002211,10798.29,0.92,26,8270.96,3,1
subj_002212,53733.7,3.91,15,45112.82,0,0
subj_002213,32808.03,0.0,12,26163.09,2,0
subj_002214,12027.08,5.57,31,4114.31,0,0
subj_002215,38276.06,3.04,19,27172.32,1,0
subj_002216,35962.18,4.29,15,27467.93,0,0
subj_002217,28491.54,0.0,32,22712.07,1,0
subj_002218,36351.57,3.78,30,32001.31,0,0
subj_002219,42796.05,3.06,34,30341.67,0,0
subj_002220,35079.4,2.87,15,33452.24,0,1
subj_002221,35896.99,0.0,0,35287.55,0,0
subj_002222,27733.89,1.06,37,18681.71,0,1
subj_002223,27820.54,7.76,7,24114.63,2,1
subj_002224,26758.61,2.47,31,22711.57,0,0
subj_002225,50335.87,0.0,33,45476.51,0,0
subj_002226,33160.71,0.25,36,19000.27,2,0
subj_002227,35656.49,5.34,28,26607.66,0,0
subj_002228,53232.04,3.36,53,39090.39,1,1
subj_002229,25291.51,5.5,61,16319.07,0,0
subj_002230,13506.66,0.52,42,7244.17,2,0
subj_002231,23328.02,6.23,39,17853.85,1,0
subj_002232,7708.38,2.59,21,5969.72,0,1
subj_002233,19337.47,4.09,40,5321.18,1,0
subj_002234,26423.12,0.51,16,32716.65,1,0
subj_002235,25169.14,4.31,22,13202.43,2,0
subj_002236,33514.53,4.79,5,19328.85,0,0
subj_002237,56163.67,1.64,0,47403.47,2,1
subj_002238,39392.35,7.93,0,32784.91,2,1
subj_002239,6917.08,4.54,27,4690.54,0,0
subj_002240,36685.48,6.23,35,20864.9,0,0
subj_002241,30318.98,0.0,0,25350.31,0,1
subj_002242,35723.82,1.96,24,33040.28,0,0
subj_002243,20347.1,0.31,8,12408.04,0,1
subj_002244,30088.61,3.05,28,17321.98,2,0
subj_002245,46711.95,2.79,33,30138.52,0,0
subj_002246,26854.76,5.59,44,13976.54,1,0
subj_002247,26863.2,4.35,13,16077.24,0,1
subj_002248,15980.22,4.21,21,17022.5,0,0
subj_002249,36034.29,3.06,31,8756.3,0,0
subj_002250,32742.96,1.54,11,19462.81,0,0
subj_002251,47082.39,3.19,34,28999.48,0,0
subj_002252,17913.62,1.01,50,11280.01,0,0
subj_002253,33890.45,2.04,7,14746.67,1,0
subj_002254,20192.7,5.86,47,14245.32,2,0
subj_002255,24645.34,3.03,13,23252.2,0,0
subj_002256,12106.79,0.2,4,9022.27,0,0
subj_002257,7530.39,4.1,22,4935.0,1,0
subj_002258,23550.59,2.32,45,18270.68,1,0
subj_002259,30771.2,2.94,19,23363.1,1,0
subj_002260,12989.66,3.51,45,10355.89,1,0
subj_002261,3000.0,2.78,11,1230.03,3,0
subj_002262,19722.46,5.1,25,15270.31,1,0
subj_002263,32183.44,5.93,58,24486.7,0,0
subj_002264,36240.86,4.58,18,16470.03,0,0
subj_002265,43571.15,2.66,39,35717.59,0,0
subj_002266,23417.7,1.51,25,9713.91,2,0
subj_002267,16170.62,7.67,44,8155.47,2,0
subj_002268,31662.59,1.39,14,22632.88,0,0
subj_002269,45705.76,5.34,59,30864.98,3,0
subj_002270,45122.25,2.23,0,39068.62,1,0
subj_002271,39398.95,4.42,39,20712.73,1,0
subj_002272,27946.24,6.54,62,19535.89,4,0
subj_002273,3000.0,3.69,29,3512.61,1,0
subj_002274,46556.46,4.3,13,34727.85,2,0
subj_002275,20804.63,7.93,22,19394.08,2,0
subj_002276,3000.0,0.0,43,2601.35,0,0
subj_002277,29422.52,0.0,9,18995.23,0,0
subj_002278,15534.73,1.0,15,7664.74,0,0
subj_002279,22879.45,1.74,43,11137.08,1,0
subj_002280,36636.35,4.41,35,45270.37,0,0
subj_002281,18805.65,0.0,12,7036.71,0,0
subj_002282,3000.0,5.66,20,3049.54,0,0
subj_002283,38445.37,0.67,35,29000.96,0,0
subj_002284,31364.04,3.95,0,19958.04,3,0
subj_002285,17272.72,0.0,55,15791.4,1,0
subj_002286,30869.71,2.78,46,30026.08,2,1
subj_002287,44590.0,0.0,0,26137.61,1,0
subj_002288,7564.44,5.06,27,6437.46,0,0
subj_002289,12745.93,3.91,21,12453.02,0,0
subj_002290,24510.67,1.43,42,8674.93,1,0
subj_002291,25576.85,3.57,35,18588.63,2,0
subj_002292,24022.24,0.34,0,15609.29,0,0
subj_002293,11255.68,4.03,2,11561.94,1,1
subj_002294,42674.59,1.59,45,40559.89,3,0
subj_002295,29959.27,2.17,13,24484.58,0,0
subj_002296,20188.13,4.98,13,10892.17,0,0
subj_002297,23911.17,7.82,9,17518.0,0,0
subj_002298,25130.41,0.98,43,11854.68,1,0
subj_002299,26716.2,0.5,27,19701.89,0,0
subj_002300,29095.81,3.67,6,22996.16,0,0
subj_002301,40821.2,0.63,0,37795.52,0,0
subj_002302,26013.64,3.82,43,19278.1,1,0
subj_002303,21803.92,0.24,50,9604.28,0,0
subj_002304,39245.07,4.17,65,37943.57,0,0
subj_002305,22468.93,2.85,22,25354.41,2,0
subj_002306,32176.33,1.35,31,15292.52,1,0
subj_002307,50767.14,5.0,11,22243.77,0,0
subj_002308,18105.68,4.04,13,7313.89,4,1
subj_002309,36282.64,3.43,47,26449.96,0,0
subj_002310,29229.73,0.0,19,30292.31,0,0
subj_002311,32270.37,4.43,29,20132.18,1,0
subj_002312,43047.13,3.96,19,43094.89,0,0
subj_002313,21641.81,1.8,14,12124.92,1,0
subj_002314,31396.55,0.0,21,18558.08,2,0
subj_002315,31195.46,2.89,28,24318.57,0,0
subj_002316,31928.57,5.32,8,15113.07,1,1
subj_002317,24086.67,5.32,27,17556.37,1,0
subj_002318,35046.63,3.36,13,16315.8,0,0
subj_002319,21052.45,8.91,13,14918.85,0,1
subj_002320,27528.4,0.0,24,14479.66,0,0
subj_002321,32125.05,0.03,40,17131.25,2,0
subj_002322,28693.78,3.37,5,17366.12,0,0
subj_002323,31566.54,1.93,42,25835.83,0,0
subj_002324,36632.77,10.04,21,16285.68,2,0
subj_002325,16619.52,0.87,51,17883.21,1,1
subj_002326,37865.08,4.01,12,24535.5,0,0
subj_002327,29435.27,9.24,7,28174.5,0,0
subj_002328,48945.97,2.91,36,4362.84,2,0
subj_002329,22164.85,4.74,35,6846.45,0,0
subj_002330,37366.35,0.0,27,31002.12,0,1
subj_002331,23330.21,1.42,38,14487.09,0,0
subj_002332,6391.14,7.06,7,3424.45,0,0
subj_002333,13323.52,1.85,33,6969.75,3,0
subj_002334,41993.2,1.38,40,29153.7,0,0
subj_002335,33792.85,3.23,21,20935.56,0,0
subj_002336,23028.62,4.0,7,12812.65,0,1
subj_002337,27248.02,3.52,46,18657.78,1,0
subj_002338,34361.58,5.48,9,16630.03,0,0
subj_002339,58848.41,6.19,0,45456.32,1,0
subj_002340,30487.18,3.79,34,21746.9,0,0
subj_002341,3000.0,3.05,30,2149.33,3,0
subj_002342,21335.34,2.14,28,12748.58,1,0
subj_002343,16528.63,2.94,20,12816.35,1,0
subj_002344,35924.23,7.97,13,19628.13,0,0
subj_002345,19675.72,3.46,13,12373.31,0,0
subj_002346,15451.95,4.25,16,10122.13,1,1
subj_002347,26030.16,4.2,10,24035.11,1,0
subj_002348,17241.17,3.77,27,16776.62,1,0
subj_002349,30071.69,4.69,31,26321.47,0,0
subj_002350,20804.6,5.35,10,18114.69,0,0
subj_002351,32190.88,3.47,48,9926.65,3,0
subj_002352,11089.61,3.25,0,8576.98,1,0
subj_002353,26285.67,6.02,12,18235.4,1,0
subj_002354,35386.82,1.98,61,26809.89,1,0
subj_002355,44923.06,0.04,27,23698.72,2,0
subj_002356,24565.75,3.21,9,23324.32,1,1
subj_002357,32204.53,1.14,35,7378.73,0,0
subj_002358,48294.61,1.83,28,18895.73,2,0
subj_002359,40514.19,0.19,3,27304.17,1,0
subj_002360,29143.97,0.0,39,13464.93,1,0
subj_002361,29781.36,1.91,3,28453.81,1,0
subj_002362,20857.91,0.0,35,14277.8,0,0
subj_002363,33361.58,5.02,0,24110.83,0,0
subj_002364,33918.94,2.92,19,23073.14,1,0
subj_002365,32317.59,0.0,53,26114.53,1,0
subj_002366,43908.35,0.08,41,26261.27,2,0
subj_002367,42755.51,5.49,35,46273.95,2,1
subj_002368,7586.73,3.14,21,3709.01,3,0
subj_002369,31249.27,5.86,17,20002.42,2,1
subj_002370,22375.8,4.85,0,21320.86,0,0
subj_002371,31701.42,0.18,24,26869.71,1,0
subj_002372,3760.23,5.88,33,2873.82,1,1
subj_002373,25737.93,1.33,39,21050.1,0,0
subj_002374,11692.74,4.55,29,8831.29,1,0
subj_002375,46453.47,3.85,30,8665.25,0,0
subj_002376,3000.0,0.0,34,1553.98,0,0
subj_002377,16962.76,4.86,29,6835.15,1,0
subj_002378,27120.8,0.0,64,11670.07,2,0
subj_002379,29480.5,2.06,0,15754.01,1,0
subj_002380,36298.58,2.43,65,30211.11,2,0
subj_002381,27175.44,2.69,9,27982.52,2,0
subj_002382,35128.79,1.07,9,13642.18,1,1
subj_002383,24103.48,4.73,21,16645.49,0,0
subj_002384,41528.33,3.96,21,21987.52,0,0
subj_002385,24002.08,6.87,0,26155.32,2,1
subj_002386,42628.11,0.0,8,36085.22,0,0
subj_002387,17053.07,2.39,10,8480.69,0,0
subj_002388,24305.13,6.23,38,10762.96,3,0
subj_002389,17529.96,3.46,0,10011.44,1,0
subj_002390,33824.7,0.0,29,16495.3,0,0
subj_002391,25852.2,0.85,27,20553.42,4,0
subj_002392,45584.91,2.15,31,22996.17,1,0
subj_002393,13825.28,0.0,21,14950.13,1,1
subj_002394,30830.59,5.85,2,13535.32,1,0
subj_002395,3000.0,5.58,31,1334.68,0,0
subj_002396,27879.3,4.78,57,11598.33,3,0
subj_002397,32083.26,0.0,64,12027.36,1,0
subj_002398,5520.18,0.0,35,4094.76,3,1
subj_002399,15716.6,5.02,23,11572.52,0,0
subj_002400,16380.73,3.68,26,13066.35,1,0
subj_002401,15020.99,5.67,38,11522.88,2,0
subj_002402,52750.68,4.85,20,16257.27,0,0
subj_002403,21656.77,7.33,1,15710.13,0,0
subj_002404,25051.81,2.97,21,20237.65,0,0
subj_002405,3000.0,1.87,37,1643.61,3,1
subj_002406,4314.51,2.58,37,3037.2,0,0
subj_002407,14568.92,3.87,10,7901.79,4,1
subj_002408,35684.79,0.0,64,29388.12,2,0
subj_002409,21980.13,1.31,32,19719.08,0,0
subj_002410,23639.35,0.0,12,13502.18,2,0
subj_002411,31414.87,7.28,37,7635.66,2,0
subj_002412,43795.99,6.28,27,38925.31,0,0
subj_002413,10461.91,7.4,21,6538.19,0,0
subj_002414,19616.47,2.47,27,19479.03,1,0
subj_002415,39433.81,0.2,25,31377.09,0,0
subj_002416,20214.09,4.96,2,10202.91,0,0
subj_002417,37924.28,9.02,19,36426.94,1,0
subj_002418,17862.18,0.19,20,10968.11,1,0
subj_002419,12419.9,7.49,17,5544.34,0,0
subj_002420,33643.98,3.29,3,8692.6,0,0
subj_002421,20395.85,3.68,47,15035.82,2,1
subj_002422,27690.52,0.0,18,14221.69,1,0
subj_002423,19425.0,2.09,15,9743.58,2,0
subj_002424,10095.02,0.0,58,4501.51,0,0
subj_002425,30219.81,0.87,33,14664.72,0,0
subj_002426,17582.95,3.92,15,7779.67,0,0
subj_002427,31372.39,6.48,20,24923.26,2,0
subj_002428,24107.95,1.08,60,21308.54,0,0
subj_002429,37904.93,7.74,49,30595.53,0,0
subj_002430,32288.96,6.36,23,24834.4,0,0
subj_002431,28641.07,5.48,63,18680.56,0,0
subj_002432,17771.76,3.81,19,17022.04,1,1
subj_002433,11750.53,5.31,26,13867.23,2,1
subj_002434,44026.56,2.81,18,31096.0,2,1
subj_002435,16139.61,3.0,35,17102.25,4,1
subj_002436,34819.94,4.54,0,14841.05,0,0
subj_002437,32926.19,0.32,0,30473.41,3,1
subj_002438,22157.56,3.54,20,23113.41,0,0
subj_002439,21653.07,0.0,58,8920.82,1,1
subj_002440,38406.99,5.19,13,40928.13,2,0
subj_002441,15068.11,5.86,23,13939.92,0,0
subj_002442,25505.33,4.7,33,20290.09,0,0
subj_002443,8487.88,0.0,15,6489.74,1,0
subj_002444,34723.35,1.51,27,23786.88,0,0
subj_002445,15234.68,1.97,77,12662.76,0,0
subj_002446,13940.16,3.34,44,8672.76,2,0
subj_002447,39860.83,1.72,4,20149.92,1,0
subj_002448,28526.3,5.83,1,13653.04,0,0
subj_002449,10184.96,2.39,53,9787.72,1,0
subj_002450,27955.89,6.28,0,10722.5,3,0
subj_002451,40530.0,5.2,14,28966.94,0,0
subj_002452,16035.48,2.9,56,15432.32,0,0
subj_002453,19673.32,1.22,51,14799.76,1,1
subj_002454,42507.91,7.54,11,38138.03,0,0
subj_002455,52904.83,1.49,18,32579.7,0,0
subj_002456,23140.14,3.37,39,14446.74,0,0
subj_002457,34261.03,2.85,41,25252.46,0,0
subj_002458,7799.52,7.48,26,2377.64,0,0
subj_002459,3000.0,1.48,2,2812.59,0,0
subj_002460,32321.83,8.67,29,18953.92,0,0
subj_002461,11777.37,4.34,36,9017.76,1,1
subj_002462,10512.87,5.33,17,10874.53,0,0
subj_002463,27489.37,5.98,14,20217.64,1,0
subj_002464,21708.35,1.32,21,22595.89,2,1
subj_002465,35387.18,1.73,15,19865.29,1,0
subj_002466,18542.38,0.0,8,9209.47,2,1
subj_002467,16242.61,2.37,17,5014.02,0,1
subj_002468,18046.71,8.89,35,12839.39,1,0
subj_002469,24621.13,3.31,3,16542.42,1,0
subj_002470,28828.51,5.98,24,21243.23,0,0
subj_002471,41595.41,6.67,26,32999.11,0,0
subj_002472,38788.13,1.55,36,32468.76,0,0
subj_002473,28814.82,0.56,20,20779.41,1,0
subj_002474,28764.55,2.42,8,28880.01,3,0
subj_002475,39803.95,2.77,22,23576.28,2,0
subj_002476,43610.33,9.36,41,38163.01,0,0
subj_002477,11219.42,4.42,12,4507.95,1,0
subj_002478,3000.0,0.0,17,1596.58,3,0
subj_002479,14267.4,1.9,10,7640.25,2,0
subj_002480,34738.94,0.66,46,26637.35,0,0
subj_002481,8158.78,0.0,32,4202.62,1,0
subj_002482,21233.08,1.76,50,12912.07,2,0
subj_002483,37678.82,0.66,15,17237.41,0,0
subj_002484,14142.65,1.24,17,11037.79,1,0
subj_002485,41063.11,0.0,48,33373.54,0,0
subj_002486,31874.74,1.56,3,16235.22,3,0
subj_002487,14353.88,4.02,47,8905.39,0,0
subj_002488,22151.35,7.3,34,23526.15,3,0
subj_002489,23312.62,3.27,43,23481.34,0,0
subj_002490,21705.13,4.65,0,9195.46,3,0
subj_002491,29309.43,1.67,6,14776.7,0,0
subj_002492,25046.98,3.12,16,22871.3,0,1
subj_002493,23106.62,0.55,44,16949.11,0,0
subj_002494,33764.38,3.56,44,16568.51,0,0
subj_002495,27144.15,3.81,24,21312.64,2,0
subj_002496,39403.21,2.08,40,36453.79,1,0
subj_002497,28526.69,2.79,40,21562.56,0,0
subj_002498,36230.49,1.1,32,19090.51,1,0
subj_002499,34362.8,7.55,12,9436.15,0,0
subj_002500,55091.29,4.89,13,41692.17,3,0
subj_002501,24609.55,2.57,25,19846.3,0,0
subj_002502,38798.37,0.83,17,15580.43,0,0
subj_002503,23815.68,2.08,8,22894.49,3,0
subj_002504,17222.61,1.48,14,10787.39,2,1
subj_002505,58254.19,1.22,16,35335.31,1,0
subj_002506,19652.3,3.3,45,10029.6,0,0
subj_002507,16155.21,3.32,8,15420.53,2,0
subj_002508,29884.49,6.47,44,20211.7,0,0
subj_002509,34705.31,1.27,0,28305.45,0,0
subj_002510,16683.67,4.67,21,8275.03,0,0
subj_002511,3961.66,0.45,12,2160.85,2,1
subj_002512,21225.96,2.29,46,6755.1,1,0
subj_002513,26669.29,4.59,12,19426.34,0,0
subj_002514,42528.77,1.01,21,25619.94,2,0
subj_002515,14678.26,0.44,66,16113.64,0,0
subj_002516,35292.36,6.09,37,22893.88,0,0
subj_002517,32415.2,3.93,17,7367.95,1,0
subj_002518,27705.47,3.02,37,27686.6,1,0
subj_002519,44692.48,2.01,33,25177.64,2,0
subj_002520,21275.31,3.45,0,21080.53,2,0
subj_002521,17152.62,1.11,23,15456.45,3,1
subj_002522,38349.22,0.0,40,15332.4,0,0
subj_002523,8386.58,0.0,0,6344.4,0,1
subj_002524,6195.18,2.75,9,5057.29,3,1
subj_002525,9297.18,5.86,4,7729.53,1,0
subj_002526,15284.77,4.05,80,7289.97,0,0
subj_002527,30824.14,3.91,26,12285.03,2,0
subj_002528,14642.74,0.01,12,3314.96,0,0
subj_002529,37318.01,1.55,9,22003.4,2,0
subj_002530,26505.33,2.9,42,23791.62,0,0
subj_002531,31310.3,0.0,3,7457.73,3,0
subj_002532,17183.64,0.0,30,16073.95,1,0
subj_002533,51555.72,5.12,60,3664.17,0,0
subj_002534,29855.62,3.91,29,20096.35,3,0
subj_002535,22315.25,0.0,12,12217.16,1,0
subj_002536,30569.62,2.1,21,17777.55,1,1
subj_002537,8769.18,5.79,22,2899.45,2,1
subj_002538,46100.88,0.71,28,28873.17,1,0
subj_002539,5979.01,2.98,0,1373.29,0,1
subj_002540,38542.82,2.44,44,21055.09,3,0
subj_002541,41259.49,1.52,2,33358.37,0,0
subj_002542,48659.06,3.51,0,20569.32,0,0
subj_002543,5923.6,7.16,19,5007.98,0,1
subj_002544,30818.16,0.3,21,16237.84,1,0
subj_002545,30980.91,3.54,18,14863.27,0,1
subj_002546,5198.37,3.67,35,3480.99,0,0
subj_002547,20073.08,2.71,9,19569.35,1,0
subj_002548,10173.89,3.3,26,8480.45,0,0
subj_002549,24861.67,3.42,15,14551.15,1,0
subj_002550,12137.48,5.56,1,12821.46,3,0
subj_002551,22201.62,2.61,0,17623.67,3,1
subj_002552,19131.24,0.0,44,12082.26,1,0
subj_002553,20423.7,4.73,0,10644.86,2,0
subj_002554,42813.23,0.0,25,30868.41,0,0
subj_002555,23069.37,6.23,17,13256.14,0,0
subj_002556,39133.62,3.11,18,22898.28,2,0
subj_002557,45447.81,1.3,43,30422.31,2,0
subj_002558,42413.24,1.29,19,18550.34,2,0
subj_002559,28963.78,1.08,1,16388.84,0,1
subj_002560,29263.66,1.16,47,20620.14,0,0
subj_002561,33847.54,2.41,34,27854.6,3,0
subj_002562,11049.61,0.42,30,11875.23,2,0
subj_002563,25427.01,2.02,39,12515.08,2,1
subj_002564,50614.46,6.87,26,41242.02,0,1
subj_002565,44816.27,3.85,25,30579.32,0,0
subj_002566,37157.74,1.64,0,14081.28,0,0
subj_002567,16996.15,0.55,26,24301.12,0,0
subj_002568,45522.24,0.96,26,33893.63,3,0
subj_002569,36302.45,2.99,49,24606.67,1,0
subj_002570,30765.81,5.55,41,22151.48,0,1
subj_002571,39641.14,0.1,27,36200.55,2,0
subj_002572,20458.34,8.75,7,15669.5,0,0
subj_002573,34661.95,1.15,33,25846.14,0,0
subj_002574,41363.63,3.76,29,16430.93,1,0
subj_002575,33829.32,2.53,21,12316.1,3,0
subj_002576,42996.88,0.0,21,37791.78,2,0
subj_002577,46507.18,3.79,43,26947.1,1,0
subj_002578,29970.58,4.38,22,17777.29,2,0
subj_002579,3000.0,7.23,45,3164.5,0,0
subj_002580,32620.47,3.82,23,29703.93,0,0
subj_002581,43595.59,4.14,23,27735.09,1,0
subj_002582,11692.98,5.28,0,6157.31,3,0
subj_002583,3000.0,6.29,47,1739.21,1,0
subj_002584,29022.89,2.04,27,19965.59,0,0
subj_002585,49891.26,6.58,49,31508.36,0,0
subj_002586,19281.82,5.2,24,13249.25,2,0
subj_002587,19430.71,6.98,6,14060.73,1,1
subj_002588,40051.39,2.6,0,15445.67,1,0
subj_002589,20886.11,1.84,10,11499.49,0,0
subj_002590,29696.43,2.67,52,19349.77,0,0
subj_002591,41510.3,1.64,54,38562.15,2,1
subj_002592,42458.99,2.14,37,8972.06,0,0
subj_002593,36824.61,2.31,34,34558.15,0,0
subj_002594,37839.46,1.05,12,35650.99,1,0
subj_002595,9790.04,3.16,34,2804.8,0,0
subj_002596,19332.43,2.29,40,16143.68,2,0
subj_002597,41689.23,2.81,39,20650.92,0,0
subj_002598,23650.98,8.51,15,11198.24,2,0
subj_002599,27798.31,4.13,0,11883.48,2,0
subj_002600,7280.65,4.25,13,5301.04,0,0
subj_002601,27049.25,6.01,29,8206.75,4,0
subj_002602,26424.73,2.88,25,21724.02,0,0
subj_002603,24991.87,2.15,0,10820.63,0,1
subj_002604,27741.01,0.0,34,18625.68,0,0
subj_002605,12536.48,0.0,17,5485.02,0,0
subj_002606,29061.25,2.77,35,13133.73,0,1
subj_002607,7738.76,4.65,38,4480.54,1,0
subj_002608,32050.61,4.06,0,25643.97,0,0
subj_002609,18761.14,2.62,28,5683.61,1,0
subj_002610,21723.04,4.22,10,16806.25,0,0
subj_002611,41425.16,0.99,20,28582.74,0,0
subj_002612,52866.88,0.12,2,11943.94,0,1
subj_002613,40670.45,1.78,72,27191.4,2,1
subj_002614,3000.0,2.57,44,1590.62,0,0
subj_002615,10364.27,5.3,6,8714.89,0,1
subj_002616,41868.44,6.22,39,42663.76,1,0
subj_002617,25231.84,0.0,9,11058.7,0,0
subj_002618,33654.73,5.03,0,21486.87,5,1
subj_002619,18622.08,4.65,22,13664.83,1,0
subj_002620,29940.81,3.16,12,25335.8,1,0
subj_002621,47303.5,5.1,0,25012.95,0,0
subj_002622,26987.88,1.59,47,20302.71,1,0
subj_002623,36835.09,0.0,10,27800.59,0,0
subj_002624,17922.17,1.69,14,15613.58,0,1
subj_002625,8926.44,5.86,15,4255.24,0,0
subj_002626,25155.41,1.52,26,16251.8,0,0
subj_002627,19754.87,0.0,10,10831.37,2,1
subj_002628,22397.13,1.78,25,20539.67,0,1
subj_002629,32391.47,1.62,38,23321.14,5,0
subj_002630,28630.79,6.78,25,29352.8,1,1
subj_002631,20265.01,4.84,69,18154.3,0,0
subj_002632,44542.78,3.58,11,40141.81,0,0
subj_002633,26500.36,2.56,40,10558.67,0,0
subj_002634,42872.21,3.52,41,46389.57,1,0
subj_002635,25413.13,0.02,17,21133.96,0,0
subj_002636,31976.31,5.4,34,20373.53,0,0
subj_002637,28569.08,6.89,0,30217.06,1,0
subj_002638,52933.86,2.24,32,31723.46,1,0
subj_002639,17507.88,0.0,7,9830.69,1,1
subj_002640,20683.05,0.99,14,26837.03,1,1
subj_002641,19632.3,0.0,0,17576.29,2,0
subj_002642,43478.48,4.51,2,38528.95,2,0
subj_002643,30921.33,8.74,23,30050.55,0,0
