customer_id,timestamp,amount,merchant_category,merchant_id,city,country,device_id
user_0093,2026-03-26 12:29:57,7.33,pharmacy,merchant_00267,Delhi,IN,device_0159
user_0018,2026-03-25 18:53:57,82.82,fuel,merchant_00294,Seattle,US,device_0115
user_0170,2026-03-21 01:33:57,64.41,travel,merchant_00223,Abuja,NG,device_0211
user_0049,2026-03-22 15:26:57,87.47,restaurant,merchant_00036,New York,US,device_0078
user_0082,2026-03-26 22:49:57,35.63,ecommerce,merchant_00377,Austin,US,device_0091
user_0023,2026-03-26 15:53:57,11.4,pharmacy,merchant_00349,Lagos,NG,device_0175
user_0162,2026-03-22 10:30:57,16.72,grocery,merchant_00165,Lagos,NG,device_0015
user_0037,2026-03-23 16:17:57,4.69,fuel,merchant_00339,Abuja,NG,device_0212
user_0032,2026-03-25 20:22:57,17.26,grocery,merchant_00228,Manchester,GB,device_0071
user_0116,2026-03-21 21:22:57,24.02,pharmacy,merchant_00002,Curitiba,BR,device_0019
user_0135,2026-03-25 06:39:57,9.44,grocery,merchant_00179,Sao Paulo,BR,device_0009
user_0087,2026-03-22 07:38:57,44.22,electronics,merchant_00065,Manchester,GB,device_0178
user_0187,2026-03-26 23:13:57,23.83,electronics,merchant_00272,Kano,NG,device_0107
user_0001,2026-03-24 13:44:57,13.92,pharmacy,merchant_00266,Mumbai,IN,device_0072
user_0051,2026-03-22 20:27:57,40.74,ecommerce,merchant_00220,Kano,NG,device_0092
user_0147,2026-03-23 04:50:57,34.09,grocery,merchant_00107,Munich,DE,device_0011
user_0184,2026-03-26 11:27:57,69.24,electronics,merchant_00075,London,GB,device_0055
user_0187,2026-03-21 02:59:57,18.46,fuel,merchant_00220,Sao Paulo,BR,device_0094
user_0043,2026-03-21 18:43:57,14.0,grocery,merchant_00078,Lagos,NG,device_0056
user_0128,2026-03-25 23:46:57,59.52,electronics,merchant_00057,Curitiba,BR,device_0062
user_0078,2026-03-27 07:53:57,25.2,pharmacy,merchant_00167,London,GB,device_0164
user_0028,2026-03-21 18:31:57,103.56,restaurant,merchant_00261,Manchester,GB,device_0128
user_0049,2026-03-26 15:35:57,11.83,pharmacy,merchant_00064,Bengaluru,IN,device_0191
user_0179,2026-03-22 16:47:57,82.8,electronics,merchant_00119,Manchester,GB,device_0028
user_0112,2026-03-26 07:33:57,28.61,grocery,merchant_00240,Bristol,GB,device_0015
user_0010,2026-03-22 05:46:57,35.03,pharmacy,merchant_00006,Delhi,IN,device_0230
user_0183,2026-03-20 14:17:57,20.72,ecommerce,merchant_00325,Kano,NG,device_0196
user_0109,2026-03-22 20:47:57,5.51,fuel,merchant_00171,Bengaluru,IN,device_0008
user_0088,2026-03-21 08:25:57,39.28,travel,merchant_00102,Hamburg,DE,device_0112
user_0068,2026-03-23 14:19:57,93.89,travel,merchant_00002,Abuja,NG,device_0076
user_0065,2026-03-20 13:54:57,18.97,ecommerce,merchant_00103,Berlin,DE,device_0139
user_0140,2026-03-23 08:04:57,64.51,grocery,merchant_00361,Austin,US,device_0102
user_0125,2026-03-23 20:39:57,22.56,grocery,merchant_00335,Sao Paulo,BR,device_0030
user_0055,2026-03-24 23:49:57,51.12,electronics,merchant_00162,Austin,US,device_0095
user_0126,2026-03-24 11:22:57,34.82,pharmacy,merchant_00208,Austin,US,device_0213
user_0118,2026-03-26 02:29:57,15.83,fuel,merchant_00299,Austin,US,device_0109
user_0066,2026-03-26 07:32:57,9.12,pharmacy,merchant_00240,London,GB,device_0197
user_0113,2026-03-22 12:05:57,13.67,ecommerce,merchant_00172,Curitiba,BR,device_0153
user_0068,2026-03-21 13:22:57,8.36,pharmacy,merchant_00231,Rio,BR,device_0174
user_0121,2026-03-22 21:49:57,100.58,travel,merchant_00127,Manchester,GB,device_0184
user_0154,2026-03-25 23:36:57,26.54,electronics,merchant_00063,Abuja,NG,device_0063
user_0178,2026-03-24 18:14:57,6.56,ecommerce,merchant_00016,Curitiba,BR,device_0066
user_0055,2026-03-23 10:05:57,24.45,travel,merchant_00298,Berlin,DE,device_0091
user_0182,2026-03-23 02:24:57,12.52,grocery,merchant_00101,Delhi,IN,device_0196
user_0028,2026-03-27 00:51:57,40.18,travel,merchant_00262,New York,US,device_0036
user_0090,2026-03-26 02:28:57,19.79,travel,merchant_00054,Mumbai,IN,device_0152
user_0053,2026-03-24 03:43:57,8.4,fuel,merchant_00041,Curitiba,BR,device_0070
user_0061,2026-03-23 17:52:57,62.89,travel,merchant_00150,Delhi,IN,device_0119
user_0148,2026-03-21 23:40:57,6.68,grocery,merchant_00305,New York,US,device_0134
user_0059,2026-03-24 16:41:57,9.51,grocery,merchant_00270,Austin,US,device_0170
user_0196,2026-03-21 20:13:57,20.24,travel,merchant_00134,Seattle,US,device_0137
user_0164,2026-03-24 16:32:57,154.17,travel,merchant_00122,Sao Paulo,BR,device_0120
user_0066,2026-03-26 03:02:57,18.07,fuel,merchant_00333,London,GB,device_0042
user_0161,2026-03-22 01:46:57,12.66,fuel,merchant_00036,Delhi,IN,device_0131
user_0104,2026-03-26 06:59:57,57.29,electronics,merchant_00028,Bristol,GB,device_0071
user_0089,2026-03-26 06:16:57,40.16,electronics,merchant_00186,Seattle,US,device_0227
user_0079,2026-03-26 19:25:57,11.16,fuel,merchant_00359,Manchester,GB,device_0024
user_0171,2026-03-26 17:45:57,24.48,ecommerce,merchant_00119,Abuja,NG,device_0036
user_0073,2026-03-25 03:31:57,17.87,ecommerce,merchant_00207,Bristol,GB,device_0219
user_0048,2026-03-23 11:59:57,13.98,fuel,merchant_00298,Hamburg,DE,device_0183
user_0139,2026-03-21 17:43:57,15.91,grocery,merchant_00321,Austin,US,device_0018
user_0136,2026-03-25 06:34:57,39.66,pharmacy,merchant_00083,Rio,BR,device_0120
user_0084,2026-03-25 02:42:57,20.38,restaurant,merchant_00393,Curitiba,BR,device_0037
user_0144,2026-03-23 10:23:57,17.66,ecommerce,merchant_00050,Rio,BR,device_0236
user_0087,2026-03-24 04:58:57,50.27,restaurant,merchant_00035,Seattle,US,device_0186
user_0009,2026-03-25 22:16:57,116.25,travel,merchant_00291,Curitiba,BR,device_0240
user_0058,2026-03-21 21:46:57,91.1,travel,merchant_00024,Rio,BR,device_0176
user_0110,2026-03-21 07:59:57,58.12,pharmacy,merchant_00313,Austin,US,device_0206
user_0196,2026-03-25 16:17:57,6.61,fuel,merchant_00038,Bengaluru,IN,device_0085
user_0181,2026-03-26 14:47:57,45.03,electronics,merchant_00283,Hamburg,DE,device_0125
user_0152,2026-03-22 14:10:57,29.0,ecommerce,merchant_00200,Lagos,NG,device_0103
user_0086,2026-03-25 02:47:57,20.87,restaurant,merchant_00214,Rio,BR,device_0160
user_0068,2026-03-23 15:35:57,19.6,electronics,merchant_00154,Delhi,IN,device_0090
user_0110,2026-03-25 01:00:57,30.52,grocery,merchant_00397,Austin,US,device_0186
user_0072,2026-03-26 16:20:57,97.04,electronics,merchant_00296,Sao Paulo,BR,device_0189
user_0107,2026-03-26 08:01:57,98.47,electronics,merchant_00310,Delhi,IN,device_0167
user_0179,2026-03-26 22:03:57,51.57,electronics,merchant_00114,Delhi,IN,device_0161
user_0154,2026-03-26 16:11:57,7.6,grocery,merchant_00301,Lagos,NG,device_0221
user_0090,2026-03-24 16:26:57,36.64,pharmacy,merchant_00168,Bengaluru,IN,device_0034
user_0105,2026-03-22 04:56:57,44.31,pharmacy,merchant_00252,Bengaluru,IN,device_0110
user_0101,2026-03-21 18:45:57,119.38,electronics,merchant_00257,Rio,BR,device_0124
user_0027,2026-03-26 15:49:57,10.66,grocery,merchant_00061,Rio,BR,device_0037
user_0131,2026-03-23 07:07:57,95.46,electronics,merchant_00204,Curitiba,BR,device_0147
user_0149,2026-03-26 11:46:57,20.24,pharmacy,merchant_00259,London,GB,device_0140
user_0174,2026-03-26 20:05:57,19.01,pharmacy,merchant_00194,Sao Paulo,BR,device_0165
user_0097,2026-03-22 21:42:57,56.38,electronics,merchant_00189,Abuja,NG,device_0234
user_0111,2026-03-23 09:23:57,72.17,grocery,merchant_00362,Berlin,DE,device_0012
user_0055,2026-03-22 19:51:57,13.25,fuel,merchant_00206,Hamburg,DE,device_0003
user_0146,2026-03-22 07:45:57,76.46,pharmacy,merchant_00096,Manchester,GB,device_0210
user_0174,2026-03-24 03:11:57,36.41,travel,merchant_00117,Mumbai,IN,device_0154
user_0003,2026-03-24 16:53:57,19.38,restaurant,merchant_00366,Hamburg,DE,device_0093
user_0139,2026-03-26 15:59:57,105.92,travel,merchant_00367,Curitiba,BR,device_0045
user_0023,2026-03-27 08:27:57,63.65,restaurant,merchant_00049,Rio,BR,device_0181
user_0152,2026-03-21 04:00:57,41.02,travel,merchant_00313,New York,US,device_0102
user_0044,2026-03-20 15:04:57,23.44,pharmacy,merchant_00093,Bengaluru,IN,device_0056
user_0147,2026-03-25 13:42:57,35.48,restaurant,merchant_00224,Berlin,DE,device_0230
user_0176,2026-03-23 12:11:57,18.6,grocery,merchant_00265,Rio,BR,device_0152
user_0100,2026-03-24 17:30:57,33.99,pharmacy,merchant_00085,Hamburg,DE,device_0224
user_0172,2026-03-21 21:27:57,57.22,restaurant,merchant_00383,Manchester,GB,device_0078
user_0163,2026-03-23 10:38:57,8.03,ecommerce,merchant_00011,Hamburg,DE,device_0216
user_0047,2026-03-24 18:40:57,23.52,ecommerce,merchant_00322,London,GB,device_0054
user_0096,2026-03-23 13:13:57,25.22,grocery,merchant_00116,Rio,BR,device_0137
user_0125,2026-03-24 20:20:57,28.13,ecommerce,merchant_00345,Seattle,US,device_0237
user_0043,2026-03-24 01:13:57,21.74,electronics,merchant_00037,Abuja,NG,device_0025
user_0024,2026-03-21 21:12:57,46.49,travel,merchant_00089,Hamburg,DE,device_0131
user_0084,2026-03-21 19:09:57,84.68,travel,merchant_00049,Berlin,DE,device_0235
user_0156,2026-03-26 04:27:57,27.91,travel,merchant_00206,Mumbai,IN,device_0022
user_0103,2026-03-25 16:37:57,28.18,ecommerce,merchant_00056,Curitiba,BR,device_0131
user_0038,2026-03-26 10:51:57,11.06,grocery,merchant_00366,New York,US,device_0022
user_0127,2026-03-22 06:45:57,16.88,restaurant,merchant_00069,Kano,NG,device_0132
user_0021,2026-03-24 10:55:57,25.44,restaurant,merchant_00311,Munich,DE,device_0206
user_0052,2026-03-24 19:29:57,39.84,travel,merchant_00053,Rio,BR,device_0236
user_0028,2026-03-21 16:18:57,47.71,electronics,merchant_00397,Hamburg,DE,device_0005
user_0084,2026-03-22 16:40:57,31.91,electronics,merchant_00335,Bengaluru,IN,device_0010
user_0114,2026-03-22 03:07:57,27.5,fuel,merchant_00044,Kano,NG,device_0169
user_0126,2026-03-20 16:56:57,49.57,electronics,merchant_00230,Curitiba,BR,device_0013
user_0180,2026-03-27 13:32:57,6.67,fuel,merchant_00364,New York,US,device_0131
user_0037,2026-03-25 11:25:57,104.66,travel,merchant_00205,London,GB,device_0215
user_0197,2026-03-24 23:56:57,16.92,grocery,merchant_00315,New York,US,device_0218
user_0030,2026-03-24 03:36:57,92.11,travel,merchant_00187,New York,US,device_0014
user_0159,2026-03-22 04:05:57,4.94,grocery,merchant_00107,Abuja,NG,device_0157
user_0025,2026-03-20 15:12:57,32.46,grocery,merchant_00285,Bristol,GB,device_0016
user_0024,2026-03-26 17:06:57,17.55,restaurant,merchant_00135,Delhi,IN,device_0056
user_0091,2026-03-25 12:17:57,29.93,grocery,merchant_00328,Curitiba,BR,device_0057
user_0131,2026-03-20 19:45:57,29.71,travel,merchant_00331,London,GB,device_0079
user_0019,2026-03-20 20:29:57,27.05,restaurant,merchant_00374,Delhi,IN,device_0177
user_0142,2026-03-22 14:45:57,38.37,pharmacy,merchant_00398,Curitiba,BR,device_0213
user_0025,2026-03-22 15:20:57,16.65,restaurant,merchant_00327,Hamburg,DE,device_0103
user_0174,2026-03-24 10:37:57,61.89,electronics,merchant_00094,New York,US,device_0179
user_0173,2026-03-22 14:08:57,94.94,travel,merchant_00270,Berlin,DE,device_0097
user_0158,2026-03-22 04:55:57,19.48,ecommerce,merchant_00373,Kano,NG,device_0007
user_0028,2026-03-26 01:13:57,9.3,pharmacy,merchant_00021,Hamburg,DE,device_0094
user_0096,2026-03-24 03:12:57,12.59,restaurant,merchant_00185,Seattle,US,device_0010
user_0007,2026-03-21 13:50:57,22.19,grocery,merchant_00354,Austin,US,device_0029
user_0050,2026-03-25 07:17:57,10.94,ecommerce,merchant_00053,Delhi,IN,device_0238
user_0021,2026-03-23 13:17:57,42.46,electronics,merchant_00291,Manchester,GB,device_0225
user_0024,2026-03-27 08:42:57,24.02,grocery,merchant_00367,Seattle,US,device_0004
user_0161,2026-03-21 01:49:57,21.93,grocery,merchant_00156,Hamburg,DE,device_0220
user_0101,2026-03-21 08:46:57,61.02,pharmacy,merchant_00075,Rio,BR,device_0112
user_0131,2026-03-25 04:07:57,25.0,fuel,merchant_00178,Bristol,GB,device_0193
user_0163,2026-03-26 20:46:57,35.69,electronics,merchant_00357,Bristol,GB,device_0142
user_0181,2026-03-22 17:22:57,292.6,electronics,merchant_00394,Manchester,GB,device_0094
user_0165,2026-03-26 02:25:57,38.28,fuel,merchant_00295,Berlin,DE,device_0178
user_0054,2026-03-25 21:06:57,17.26,pharmacy,merchant_00019,Lagos,NG,device_0002
user_0138,2026-03-26 11:39:57,23.21,ecommerce,merchant_00075,Hamburg,DE,device_0015
user_0137,2026-03-24 14:46:57,24.94,grocery,merchant_00179,Munich,DE,device_0093
user_0028,2026-03-26 01:41:57,66.56,travel,merchant_00057,Mumbai,IN,device_0088
user_0169,2026-03-22 13:03:57,71.95,grocery,merchant_00170,London,GB,device_0142
user_0133,2026-03-24 15:31:57,86.72,electronics,merchant_00300,Rio,BR,device_0115
user_0017,2026-03-20 20:25:57,8.67,ecommerce,merchant_00110,Delhi,IN,device_0204
user_0022,2026-03-25 03:23:57,12.0,ecommerce,merchant_00396,Rio,BR,device_0169
user_0034,2026-03-20 14:13:57,91.7,electronics,merchant_00216,Abuja,NG,device_0193
user_0028,2026-03-24 17:37:57,46.36,ecommerce,merchant_00027,Seattle,US,device_0206
user_0191,2026-03-22 07:02:57,61.49,travel,merchant_00113,Manchester,GB,device_0174
user_0150,2026-03-24 14:22:57,55.12,grocery,merchant_00064,Abuja,NG,device_0219
user_0132,2026-03-27 01:21:57,17.21,restaurant,merchant_00203,Manchester,GB,device_0113
user_0119,2026-03-22 11:40:57,49.98,travel,merchant_00243,Curitiba,BR,device_0163
user_0200,2026-03-27 09:06:57,9.66,pharmacy,merchant_00371,New York,US,device_0116
user_0051,2026-03-22 12:25:57,61.35,electronics,merchant_00277,Bengaluru,IN,device_0054
user_0122,2026-03-24 08:02:57,32.81,pharmacy,merchant_00341,Curitiba,BR,device_0178
user_0027,2026-03-22 03:42:57,21.47,fuel,merchant_00009,New York,US,device_0104
user_0138,2026-03-22 08:09:57,7.17,fuel,merchant_00367,Abuja,NG,device_0191
user_0039,2026-03-24 02:32:57,69.91,travel,merchant_00275,Munich,DE,device_0140
user_0040,2026-03-21 01:39:57,19.98,travel,merchant_00044,Bristol,GB,device_0009
user_0034,2026-03-26 17:24:57,21.08,grocery,merchant_00020,Delhi,IN,device_0027
user_0136,2026-03-22 22:35:57,122.34,electronics,merchant_00016,Sao Paulo,BR,device_0049
user_0045,2026-03-24 07:32:57,18.99,restaurant,merchant_00080,Bristol,GB,device_0208
user_0021,2026-03-21 22:47:57,46.85,pharmacy,merchant_00263,Manchester,GB,device_0142
user_0111,2026-03-21 23:20:57,74.62,electronics,merchant_00199,Berlin,DE,device_0189
user_0067,2026-03-24 12:31:57,127.67,travel,merchant_00336,Kano,NG,device_0115
user_0140,2026-03-22 15:27:57,15.94,pharmacy,merchant_00288,Sao Paulo,BR,device_0064
user_0006,2026-03-22 13:45:57,72.58,electronics,merchant_00383,Manchester,GB,device_0140
user_0146,2026-03-22 15:08:57,11.76,fuel,merchant_00331,Seattle,US,device_0229
user_0189,2026-03-23 06:54:57,26.45,travel,merchant_00094,Bristol,GB,device_0087
user_0035,2026-03-24 00:36:57,9.86,fuel,merchant_00358,Munich,DE,device_0091
user_0121,2026-03-24 13:03:57,10.68,ecommerce,merchant_00275,Mumbai,IN,device_0201
user_0178,2026-03-25 22:13:57,20.97,fuel,merchant_00277,Munich,DE,device_0131
user_0074,2026-03-21 06:05:57,23.15,travel,merchant_00255,Kano,NG,device_0073
user_0146,2026-03-25 13:35:57,36.14,fuel,merchant_00217,Bristol,GB,device_0205
user_0175,2026-03-24 10:28:57,37.56,pharmacy,merchant_00306,Delhi,IN,device_0076
user_0061,2026-03-20 18:19:57,11.05,fuel,merchant_00344,Curitiba,BR,device_0177
user_0122,2026-03-22 02:02:57,18.29,fuel,merchant_00029,New York,US,device_0091
user_0019,2026-03-20 22:51:57,64.94,grocery,merchant_00018,Delhi,IN,device_0165
user_0197,2026-03-20 19:55:57,26.52,grocery,merchant_00145,Bengaluru,IN,device_0120
user_0103,2026-03-22 09:59:57,22.39,fuel,merchant_00150,Lagos,NG,device_0159
user_0186,2026-03-24 07:54:57,141.77,electronics,merchant_00122,Curitiba,BR,device_0221
user_0149,2026-03-22 16:21:57,10.38,fuel,merchant_00330,Hamburg,DE,device_0029
user_0011,2026-03-21 13:20:57,29.59,grocery,merchant_00021,Rio,BR,device_0059
user_0030,2026-03-25 18:51:57,18.98,pharmacy,merchant_00197,Bristol,GB,device_0028
user_0200,2026-03-27 04:13:57,34.53,pharmacy,merchant_00113,Manchester,GB,device_0121
user_0050,2026-03-21 21:29:57,10.99,ecommerce,merchant_00158,Austin,US,device_0199
user_0191,2026-03-26 02:26:57,87.58,pharmacy,merchant_00294,Sao Paulo,BR,device_0125
user_0119,2026-03-22 23:05:57,37.08,electronics,merchant_00336,Munich,DE,device_0119
user_0119,2026-03-21 08:04:57,41.23,travel,merchant_00139,Sao Paulo,BR,device_0229
user_0118,2026-03-26 15:31:57,37.76,restaurant,merchant_00147,Hamburg,DE,device_0221
user_0184,2026-03-24 18:41:57,16.76,grocery,merchant_00346,New York,US,device_0058
user_0053,2026-03-21 11:51:57,28.92,ecommerce,merchant_00262,Rio,BR,device_0076
user_0016,2026-03-26 22:54:57,48.33,electronics,merchant_00284,Sao Paulo,BR,device_0217
user_0152,2026-03-24 11:11:57,16.31,fuel,merchant_00045,Hamburg,DE,device_0019
user_0083,2026-03-24 14:07:57,69.42,electronics,merchant_00342,Lagos,NG,device_0104
user_0133,2026-03-24 20:15:57,32.43,fuel,merchant_00274,Manchester,GB,device_0206
user_0162,2026-03-25 01:29:57,56.26,pharmacy,merchant_00348,Manchester,GB,device_0175
user_0165,2026-03-21 09:54:57,10.72,ecommerce,merchant_00250,Munich,DE,device_0076
user_0186,2026-03-26 04:13:57,62.66,travel,merchant_00131,Sao Paulo,BR,device_0089
user_0196,2026-03-23 04:57:57,94.64,restaurant,merchant_00394,Rio,BR,device_0139
user_0191,2026-03-23 18:17:57,63.82,electronics,merchant_00024,Abuja,NG,device_0021
user_0098,2026-03-23 23:28:57,43.04,grocery,merchant_00127,Bristol,GB,device_0158
user_0005,2026-03-24 23:42:57,18.06,grocery,merchant_00386,Curitiba,BR,device_0149
user_0115,2026-03-20 22:17:57,73.64,travel,merchant_00071,Austin,US,device_0110
user_0103,2026-03-21 12:06:57,11.61,restaurant,merchant_00392,Sao Paulo,BR,device_0130
user_0123,2026-03-23 02:24:57,14.4,grocery,merchant_00155,Curitiba,BR,device_0197
user_0063,2026-03-22 17:17:57,67.47,electronics,merchant_00135,Delhi,IN,device_0128
user_0168,2026-03-25 19:04:57,20.63,grocery,merchant_00051,Austin,US,device_0070
user_0174,2026-03-26 16:35:57,60.45,pharmacy,merchant_00087,Sao Paulo,BR,device_0028
user_0193,2026-03-23 10:50:57,20.17,ecommerce,merchant_00287,Manchester,GB,device_0114
user_0157,2026-03-21 01:33:57,127.88,electronics,merchant_00332,Bristol,GB,device_0035
user_0060,2026-03-24 22:04:57,16.76,fuel,merchant_00165,London,GB,device_0161
user_0147,2026-03-26 01:51:57,25.01,ecommerce,merchant_00280,Lagos,NG,device_0138
user_0169,2026-03-21 04:34:57,63.87,electronics,merchant_00276,Curitiba,BR,device_0054
user_0189,2026-03-26 20:36:57,31.99,travel,merchant_00014,Mumbai,IN,device_0098
user_0190,2026-03-26 14:26:57,32.34,grocery,merchant_00199,Lagos,NG,device_0222
user_0132,2026-03-25 05:55:57,20.38,restaurant,merchant_00142,Abuja,NG,device_0227
user_0096,2026-03-21 14:46:57,45.09,electronics,merchant_00355,London,GB,device_0194
user_0112,2026-03-22 19:30:57,15.73,restaurant,merchant_00358,Manchester,GB,device_0206
user_0007,2026-03-21 08:22:57,52.01,restaurant,merchant_00083,Kano,NG,device_0196
user_0135,2026-03-26 12:14:57,33.39,restaurant,merchant_00139,Lagos,NG,device_0173
user_0029,2026-03-23 09:18:57,73.0,restaurant,merchant_00165,London,GB,device_0040
user_0162,2026-03-22 18:01:57,8.38,pharmacy,merchant_00274,Lagos,NG,device_0186
user_0006,2026-03-26 23:54:57,14.01,restaurant,merchant_00261,Sao Paulo,BR,device_0097
user_0058,2026-03-21 17:31:57,45.17,electronics,merchant_00122,Curitiba,BR,device_0097
user_0004,2026-03-22 20:34:57,51.01,travel,merchant_00077,Rio,BR,device_0042
user_0199,2026-03-26 11:15:57,87.97,pharmacy,merchant_00124,Munich,DE,device_0133
user_0111,2026-03-26 14:19:57,36.75,pharmacy,merchant_00186,Seattle,US,device_0023
user_0021,2026-03-24 12:47:57,90.16,travel,merchant_00046,Abuja,NG,device_0223
user_0074,2026-03-24 17:16:57,48.67,fuel,merchant_00280,Bengaluru,IN,device_0195
user_0038,2026-03-21 15:46:57,77.68,electronics,merchant_00112,Bristol,GB,device_0061
user_0019,2026-03-21 19:05:57,18.49,restaurant,merchant_00387,Mumbai,IN,device_0216
user_0014,2026-03-27 11:51:57,60.21,grocery,merchant_00237,Curitiba,BR,device_0008
user_0130,2026-03-27 05:49:57,64.3,electronics,merchant_00274,Mumbai,IN,device_0166
user_0052,2026-03-26 23:57:57,32.05,restaurant,merchant_00114,Austin,US,device_0023
user_0046,2026-03-27 06:04:57,23.98,grocery,merchant_00207,Seattle,US,device_0033
user_0083,2026-03-23 18:00:57,145.92,electronics,merchant_00324,Kano,NG,device_0112
user_0185,2026-03-20 20:35:57,27.39,grocery,merchant_00213,Delhi,IN,device_0124
user_0103,2026-03-26 12:36:57,9.03,ecommerce,merchant_00089,Bristol,GB,device_0047
user_0041,2026-03-20 18:55:57,32.38,grocery,merchant_00132,Delhi,IN,device_0174
user_0177,2026-03-22 21:13:57,16.85,restaurant,merchant_00238,Rio,BR,device_0008
user_0112,2026-03-22 15:39:57,17.86,pharmacy,merchant_00197,Curitiba,BR,device_0164
user_0021,2026-03-27 02:07:57,22.4,ecommerce,merchant_00370,Austin,US,device_0018
user_0035,2026-03-22 03:37:57,57.35,ecommerce,merchant_00315,New York,US,device_0022
user_0081,2026-03-27 00:05:57,80.34,travel,merchant_00013,Bengaluru,IN,device_0128
user_0007,2026-03-25 08:23:57,48.67,travel,merchant_00109,Sao Paulo,BR,device_0199
user_0103,2026-03-25 11:43:57,14.9,fuel,merchant_00040,Curitiba,BR,device_0134
user_0085,2026-03-27 08:26:57,48.17,travel,merchant_00315,Mumbai,IN,device_0229
user_0083,2026-03-21 20:02:57,10.75,pharmacy,merchant_00071,Berlin,DE,device_0102
user_0043,2026-03-22 16:54:57,10.65,pharmacy,merchant_00236,Mumbai,IN,device_0226
user_0162,2026-03-24 05:40:57,21.54,pharmacy,merchant_00223,London,GB,device_0184
user_0116,2026-03-25 08:39:57,178.91,travel,merchant_00227,Sao Paulo,BR,device_0118
user_0035,2026-03-21 08:33:57,59.49,ecommerce,merchant_00146,London,GB,device_0144
user_0058,2026-03-24 06:02:57,22.64,pharmacy,merchant_00007,Delhi,IN,device_0085
user_0021,2026-03-23 18:45:57,15.8,grocery,merchant_00017,Mumbai,IN,device_0227
user_0135,2026-03-26 21:50:57,13.82,fuel,merchant_00376,Mumbai,IN,device_0112
user_0109,2026-03-25 21:26:57,40.53,electronics,merchant_00259,Lagos,NG,device_0090
user_0060,2026-03-27 02:06:57,15.98,pharmacy,merchant_00092,New York,US,device_0213
user_0143,2026-03-25 22:36:57,13.08,grocery,merchant_00027,Bristol,GB,device_0023
user_0194,2026-03-24 14:50:57,96.34,travel,merchant_00120,Manchester,GB,device_0138
user_0106,2026-03-24 21:36:57,26.82,travel,merchant_00050,Manchester,GB,device_0093
user_0067,2026-03-23 13:37:57,20.71,ecommerce,merchant_00317,Lagos,NG,device_0111
user_0163,2026-03-23 23:31:57,16.88,fuel,merchant_00306,Abuja,NG,device_0129
user_0168,2026-03-26 20:49:57,57.88,travel,merchant_00174,Lagos,NG,device_0015
user_0120,2026-03-20 16:50:57,85.97,electronics,merchant_00389,Lagos,NG,device_0130
user_0182,2026-03-23 20:58:57,19.75,pharmacy,merchant_00187,Seattle,US,device_0033
user_0009,2026-03-22 05:28:57,44.03,restaurant,merchant_00013,Rio,BR,device_0210
user_0167,2026-03-20 14:16:57,48.28,electronics,merchant_00115,Bristol,GB,device_0148
user_0042,2026-03-25 16:44:57,13.94,ecommerce,merchant_00210,Delhi,IN,device_0002
user_0058,2026-03-21 08:41:57,25.86,grocery,merchant_00017,Seattle,US,device_0229
user_0012,2026-03-24 16:45:57,22.11,restaurant,merchant_00146,New York,US,device_0026
user_0031,2026-03-26 19:26:57,89.25,grocery,merchant_00146,Abuja,NG,device_0120
user_0026,2026-03-26 22:36:57,25.06,ecommerce,merchant_00353,Curitiba,BR,device_0069
user_0195,2026-03-21 17:09:57,8.57,fuel,merchant_00271,Bengaluru,IN,device_0164
user_0112,2026-03-23 20:54:57,26.1,grocery,merchant_00119,London,GB,device_0081
user_0106,2026-03-22 00:37:57,21.32,grocery,merchant_00204,New York,US,device_0196
user_0007,2026-03-26 23:41:57,67.95,travel,merchant_00101,Mumbai,IN,device_0192
user_0167,2026-03-23 11:13:57,41.88,travel,merchant_00161,Seattle,US,device_0205
user_0083,2026-03-26 22:20:57,16.98,fuel,merchant_00363,Bengaluru,IN,device_0092
user_0136,2026-03-21 14:06:57,72.9,travel,merchant_00084,Abuja,NG,device_0070
user_0021,2026-03-26 09:45:57,56.14,electronics,merchant_00037,Abuja,NG,device_0042
user_0045,2026-03-24 07:40:57,137.53,travel,merchant_00356,Seattle,US,device_0113
user_0191,2026-03-21 03:29:57,9.71,fuel,merchant_00358,Curitiba,BR,device_0033
user_0145,2026-03-23 12:50:57,14.59,ecommerce,merchant_00239,Rio,BR,device_0087
user_0083,2026-03-23 10:58:57,167.49,travel,merchant_00085,Lagos,NG,device_0231
user_0185,2026-03-20 19:42:57,24.08,pharmacy,merchant_00125,Curitiba,BR,device_0166
user_0029,2026-03-25 18:52:57,21.21,pharmacy,merchant_00320,Sao Paulo,BR,device_0075
user_0150,2026-03-21 13:40:57,49.24,pharmacy,merchant_00130,Lagos,NG,device_0003
user_0171,2026-03-20 14:04:57,53.83,restaurant,merchant_00106,Hamburg,DE,device_0132
user_0122,2026-03-22 16:43:57,21.58,restaurant,merchant_00256,Manchester,GB,device_0143
user_0076,2026-03-25 08:19:57,7.23,fuel,merchant_00079,Delhi,IN,device_0003
user_0199,2026-03-26 15:53:57,17.8,grocery,merchant_00155,Bengaluru,IN,device_0026
user_0057,2026-03-24 03:07:57,35.04,ecommerce,merchant_00311,Lagos,NG,device_0003
user_0134,2026-03-27 10:57:57,23.99,restaurant,merchant_00082,Kano,NG,device_0047
user_0141,2026-03-23 19:34:57,17.18,fuel,merchant_00001,Mumbai,IN,device_0101
user_0161,2026-03-25 13:43:57,11.46,fuel,merchant_00087,Rio,BR,device_0122
